effect,serial_id,parameter,delta,qr_svd_resolution,resolved
interaction,8,A,-3.5225156125306967e-12,6.217248937900877e-14,True
interaction,8,C,2.2211399386407038e-13,1.199040866595169e-14,True
interaction,9,A,9.992007221626409e-12,5.5067062021407764e-14,True
interaction,9,C,-1.8971491044794675e-12,8.770761894538737e-15,True
interaction,10,A,1.0012435325279512e-11,1.580957587066223e-13,True
interaction,10,C,7.013001290800958e-13,2.0872192862952943e-14,True
interaction,11,A,7.368328169832239e-12,1.0036416142611415e-13,True
interaction,11,C,-1.588951192843524e-12,3.064215547965432e-14,True
interaction,12,A,-3.723243935382925e-12,1.7053025658242404e-13,True
interaction,12,C,4.756195437494171e-13,2.098321516541546e-14,True
interaction,13,A,-7.647216193618078e-13,1.1812772982011666e-13,True
interaction,13,C,4.3018366646663253e-13,2.2010171463193728e-14,True
interaction,14,A,-1.6155077275925578e-11,4.440892098500626e-14,True
interaction,14,C,4.622769181339415e-13,3.155895683670806e-14,True
interaction,15,A,2.7622348852673895e-12,1.5543122344752192e-13,True
interaction,15,C,3.957945082788683e-14,4.829470157119431e-15,True
interaction,16,A,1.9109158699848194e-11,3.019806626980426e-14,True
interaction,16,C,-1.012134820399524e-12,1.5459855617905305e-14,True
interaction,17,A,4.9755755071601016e-12,4.973799150320701e-14,True
interaction,17,C,4.6407322429331543e-14,1.8263168755083825e-14,True
interaction,18,A,-6.004086117172847e-13,1.6342482922482304e-13,True
interaction,18,C,1.6170398353665405e-13,7.327471962526033e-15,True
interaction,19,A,2.2648549702353193e-13,2.327027459614328e-13,False
interaction,19,C,-1.8088308628705363e-13,7.743805596760467e-15,True
interaction,20,A,8.041567411964934e-12,2.3092638912203256e-14,True
interaction,20,C,8.804068585277491e-13,4.0190073491430667e-14,True
interaction,21,A,-2.7646329670005798e-11,1.4299672557172016e-13,True
interaction,21,C,1.3766765505351941e-12,1.2295719997723609e-14,True
interaction,22,A,-1.042987918253857e-11,1.7319479184152442e-13,True
interaction,22,C,-4.3309800190627357e-13,6.328271240363392e-15,True
interaction,23,A,2.213162986208772e-11,2.0872192862952943e-13,True
interaction,23,C,-2.8044233602031454e-13,1.6431300764452317e-14,True
interaction,24,A,-1.0864198429771932e-11,1.1368683772161603e-13,True
interaction,24,C,1.4016565685892601e-14,7.549516567451064e-15,True
interaction,25,A,5.451639140119369e-12,1.9628743075372768e-13,True
interaction,25,C,-2.379485497527867e-13,1.2878587085651816e-14,True
interaction,26,A,4.867217739956686e-13,1.4299672557172016e-13,True
interaction,26,C,-1.2619072453645686e-13,1.9331758416285538e-14,True
interaction,27,A,-8.055778266680136e-12,8.881784197001252e-14,True
interaction,27,C,3.397282455352979e-13,2.275957200481571e-14,True
interaction,28,A,-1.3358203432289883e-12,2.1671553440683056e-13,True
interaction,28,C,1.5232259897857148e-13,4.085620730620576e-14,True
interaction,29,A,-5.115907697472721e-13,1.794120407794253e-13,True
interaction,29,C,-3.6193270602780103e-14,3.26405569239796e-14,True
interaction,30,A,1.0738077094174514e-12,1.7408297026122455e-13,True
interaction,30,C,-1.1368683772161603e-13,2.2870594307278225e-14,True
interaction,31,A,7.970513138388924e-12,1.6253665080512292e-13,True
interaction,31,C,-4.3731684939984916e-13,8.770761894538737e-15,True
interaction,32,A,-4.0805581136282854e-11,3.517186542012496e-13,True
interaction,32,C,1.1648737530123299e-12,1.2462253451417382e-14,True
interaction,33,A,-5.687006421339902e-12,2.0961010704922955e-13,True
interaction,33,C,9.104939024950909e-13,5.218048215738236e-15,True
interaction,34,A,3.3653080322437745e-12,1.8918200339612667e-13,True
interaction,34,C,-8.218981051300034e-13,1.4210854715202004e-14,True
interaction,35,A,-1.1315393066979595e-12,1.199040866595169e-13,True
interaction,35,C,4.5333181653006704e-13,1.5237811012980274e-14,True
interaction,36,A,-2.8190783041281975e-12,2.282618538629322e-13,True
interaction,36,C,-1.471010813158813e-13,1.7482543190894262e-14,True
interaction,37,A,2.355449169044732e-12,8.260059303211165e-14,True
interaction,37,C,-1.6681100944992977e-13,5.329070518200751e-15,True
interaction,38,A,4.353850613370014e-12,2.7977620220553945e-13,True
interaction,38,C,-1.6928125567972074e-13,5.3013149425851225e-15,True
interaction,39,A,-6.73505695658605e-12,1.7053025658242404e-13,True
interaction,39,C,3.4726388431494115e-13,2.24160967565723e-14,True
interaction,40,A,2.842170943040401e-14,7.549516567451064e-14,False
interaction,40,C,3.932965064734617e-14,1.609823385706477e-14,True
interaction,41,A,-2.594369163944066e-12,6.927791673660977e-14,True
interaction,41,C,7.294165271787278e-14,1.63202784619898e-14,True
interaction,42,A,-2.3090862555363856e-11,1.687538997430238e-13,True
interaction,42,C,4.1869285816176216e-13,1.9512169657787126e-14,True
interaction,43,A,3.1517011223058944e-11,1.6253665080512292e-13,True
interaction,43,C,2.877698079828406e-13,1.4099832412739488e-14,True
interaction,44,A,2.610356375498668e-12,1.8030021919912542e-13,True
interaction,44,C,-7.457368056407176e-13,1.8762769116165146e-14,True
interaction,45,A,-3.275335558328152e-11,1.3145040611561853e-13,True
interaction,45,C,1.7029155863212964e-12,7.827072323607354e-15,True
interaction,46,A,-1.623590151211829e-12,4.440892098500626e-14,True
interaction,46,C,4.848343948538059e-13,1.5210055437364645e-14,True
interaction,47,A,1.0661693750080303e-11,2.5934809855243657e-13,True
interaction,47,C,-7.874811913666235e-13,1.8318679906315083e-14,True
interaction,48,A,-3.7623237858497305e-12,6.927791673660977e-14,True
interaction,48,C,-1.2034817586936697e-13,9.103828801926284e-15,True
interaction,49,A,2.3383961433864897e-11,1.3677947663381929e-13,True
interaction,49,C,-1.0387246618392965e-12,7.438494264988549e-15,True
interaction,50,A,-2.4786395158571395e-11,1.8829382497642655e-13,True
interaction,50,C,-2.499056517279996e-12,2.6673108166619386e-14,True
interaction,51,A,6.535572083521402e-11,1.438849039914203e-13,True
interaction,51,C,1.279976125090343e-12,1.3322676295501878e-14,True
interaction,52,A,-1.525535253676935e-11,1.8740564655672642e-13,True
interaction,52,C,-4.021227795192317e-13,1.4432899320127035e-14,True
interaction,53,A,1.1171508162988175e-11,7.904787935331115e-14,True
interaction,53,C,1.119909720515011e-12,1.9984014443252818e-15,True
interaction,54,A,-7.933209644761519e-12,1.5276668818842154e-13,True
interaction,54,C,-2.672584376028908e-13,9.159339953157541e-15,True
interaction,55,A,3.4363623058197845e-12,1.8829382497642655e-13,True
interaction,55,C,1.0318412790866205e-12,4.163336342344337e-14,True
interaction,56,A,-3.427569339464753e-11,2.922107000813412e-13,True
interaction,56,C,1.7541523789077473e-13,1.6542323066914832e-14,True
interaction,57,A,-4.220623850414995e-12,6.661338147750939e-14,True
interaction,57,C,-4.2865710980777294e-13,2.142730437526552e-14,True
interaction,58,A,-9.182876681279595e-12,1.9628743075372768e-13,True
interaction,58,C,-2.2615243011614439e-13,2.4202861936828413e-14,True
interaction,59,A,-1.212452360732641e-11,1.341149413747189e-13,True
interaction,59,C,-1.1908807273641742e-12,6.966649479522857e-15,True
interaction,60,A,4.671818487622659e-13,2.2293278334473143e-13,True
interaction,60,C,-1.9662049766111522e-13,4.518607710224387e-14,True
interaction,61,A,-1.3866241488358355e-11,2.0872192862952943e-13,True
interaction,61,C,1.9276802376566593e-12,2.7977620220553945e-14,True
interaction,62,A,-1.9033663534173684e-12,1.4566126083082054e-13,True
interaction,62,C,7.34190486184616e-13,1.7263968032921184e-14,True
interaction,63,A,-4.9391601919523964e-12,4.529709940470639e-14,True
interaction,63,C,3.907152379412082e-13,7.743805596760467e-15,True
interaction,64,A,1.2727596754302795e-12,8.704148513061227e-14,True
interaction,64,C,-3.2046587605805144e-13,8.43769498715119e-15,True
interaction,65,A,-2.913225216616411e-13,1.7408297026122455e-13,True
interaction,65,C,-3.193972863968497e-14,1.1678158440275865e-14,True
interaction,66,A,2.6965096822095802e-12,5.595524044110789e-14,True
interaction,66,C,4.440892098500626e-15,3.4416913763379853e-15,True
interaction,67,A,-3.447020446856186e-12,1.3145040611561853e-13,True
interaction,67,C,2.6976199052342054e-12,2.5091040356528538e-14,True
interaction,68,A,-9.188294569639766e-11,1.616484723854228e-13,True
interaction,68,C,-3.1165348080008926e-12,2.2593038551121936e-14,True
interaction,69,A,1.1652012688045943e-11,6.039613253960852e-14,True
interaction,69,C,2.5267565817443938e-12,1.709743457922741e-14,True
interaction,70,A,4.997779967652605e-12,6.838973831690964e-14,True
interaction,70,C,-7.138734048339757e-13,1.5765166949677223e-14,True
interaction,71,A,4.632294547946003e-11,1.6786572132332367e-13,True
interaction,71,C,1.2312650898849142e-12,3.344546861683284e-15,True
interaction,72,A,-1.8172130467064562e-12,1.8118839761882555e-13,True
interaction,72,C,-4.091171845743702e-13,5.88418203051333e-15,True
interaction,73,A,5.4706461583009514e-11,1.7141843500212417e-13,True
interaction,73,C,-3.0585534105398438e-12,1.1546319456101628e-14,True
interaction,74,A,4.779110440722434e-11,3.339550858072471e-13,True
interaction,74,C,-2.286809630547282e-12,1.7735812818386876e-14,True
interaction,75,A,1.5125678487493133e-11,1.6431300764452317e-13,True
interaction,75,C,-7.654987754790454e-13,1.8762769116165146e-14,True
interaction,76,A,-1.170263885796885e-11,2.646771690706373e-13,True
interaction,76,C,9.666711875411238e-13,8.215650382226158e-15,True
interaction,77,A,1.866062859789963e-12,2.4868995751603507e-14,True
interaction,77,C,2.779165786392923e-13,1.1213252548714081e-14,True
interaction,78,A,-9.758416297245276e-12,2.2026824808563106e-13,True
interaction,78,C,7.491784970170556e-13,6.38378239159465e-15,True
interaction,79,A,-6.232347971035779e-12,6.306066779870889e-14,True
interaction,79,C,4.2221781626494703e-13,1.454392162258955e-14,True
interaction,80,A,3.304023721284466e-12,2.4069635173873394e-13,True
interaction,80,C,1.3145040611561853e-13,2.4091839634365897e-14,True
interaction,81,A,3.3502089991088724e-12,9.414691248821327e-14,True
interaction,81,C,1.3125611708630913e-13,2.550737399076297e-14,True
interaction,82,A,-2.758859807272529e-11,3.268496584496461e-13,True
interaction,82,C,2.7111646261346323e-13,3.042011087472929e-14,True
interaction,83,A,6.4934724264276156e-12,2.3714363805993344e-13,True
interaction,83,C,5.438982597638642e-13,1.7763568394002505e-14,True
interaction,84,A,1.4837908679510292e-11,1.1013412404281553e-13,True
interaction,84,C,-6.251943407420413e-13,7.022160630754115e-15,True
interaction,85,A,6.086686710204958e-12,1.163513729807164e-13,True
interaction,85,C,-2.182906633230175e-13,2.506328478091291e-14,True
interaction,86,A,6.768807736534654e-12,1.652011860642233e-13,True
interaction,86,C,-2.9445890170620714e-13,1.3822276656583199e-14,True
interaction,87,A,-2.092992446023345e-11,2.5490720645393594e-13,True
interaction,87,C,4.478917237094038e-13,2.1788126858268697e-14,True
interaction,88,A,-1.5706547173977015e-11,1.0480505352461478e-13,True
interaction,88,C,8.432143872028064e-13,9.381384558082573e-15,True
interaction,89,A,-1.4814816040598089e-12,1.4832579608992091e-13,True
interaction,89,C,3.345657084707909e-13,1.2712053631958042e-14,True
interaction,90,A,-9.631406783228158e-12,1.3589129821411916e-13,True
interaction,90,C,2.5607294062979236e-13,1.8762769116165146e-14,True
interaction,91,A,-4.154898647357186e-12,1.6431300764452317e-13,True
interaction,91,C,-3.752553823233029e-14,2.2093438190040615e-14,True
interaction,92,A,6.66355859380019e-11,7.815970093361102e-14,True
interaction,92,C,-2.170930102352031e-12,7.216449660063518e-15,True
interaction,93,A,4.288125410312205e-12,2.0605739337042905e-13,True
interaction,93,C,-1.18385856673342e-12,2.375877272697835e-14,True
interaction,94,A,-4.156941457722496e-11,6.217248937900877e-14,True
interaction,94,C,2.3079316235907754e-12,3.11972669919669e-14,True
interaction,95,A,-1.8351542507843988e-11,1.8918200339612667e-13,True
interaction,95,C,5.777600620149315e-13,3.197442310920451e-14,True
interaction,96,A,1.1108447495189466e-11,1.9628743075372768e-13,True
interaction,96,C,-3.1413760481768804e-13,2.1788126858268697e-14,True
interaction,97,A,2.191757886293999e-11,3.9968028886505635e-14,True
interaction,97,C,5.194178420708795e-13,1.6431300764452317e-14,True
interaction,98,A,1.6431300764452317e-13,1.2523315717771766e-13,True
interaction,98,C,-1.2976841823331142e-12,1.2573275753879898e-14,True
interaction,99,A,6.553868558967224e-12,1.829647544582258e-13,True
interaction,99,C,-8.107750582020401e-14,1.794571435898007e-14,True
interaction,100,A,2.7471358521324873e-12,2.255973186038318e-13,True
interaction,100,C,7.366329768387914e-13,1.3489209749195652e-14,True
interaction,101,A,-2.048583525038339e-11,1.2168044349891716e-13,True
interaction,101,C,-2.0761170560490427e-13,1.3877787807814457e-14,True
interaction,102,A,9.059419880941277e-14,5.861977570020827e-14,True
interaction,102,C,-4.116151863797768e-13,1.5265566588595902e-14,True
interaction,103,A,3.858247055177344e-12,1.2434497875801753e-13,True
interaction,103,C,5.258016244624741e-13,1.84297022087776e-14,True
interaction,104,A,9.728218230975472e-12,7.283063041541027e-14,True
interaction,104,C,6.411537967210279e-14,8.743006318923108e-15,True
interaction,105,A,-1.0755840662568517e-12,1.8118839761882555e-13,True
interaction,105,C,-3.81084053202585e-13,1.7708057242771247e-14,True
interaction,106,A,1.8598456108520622e-12,2.8954616482224083e-13,True
interaction,106,C,5.5844218138645374e-14,1.8318679906315083e-14,True
interaction,107,A,1.8763657294584846e-11,1.376676550535194e-13,True
interaction,107,C,8.398837181289309e-14,1.1712852909795402e-14,True
interaction,108,A,1.1329603921694797e-11,7.549516567451064e-14,True
interaction,108,C,-3.2926994464332893e-12,2.1094237467877974e-14,True
interaction,109,A,5.2937210170966864e-11,1.2079226507921703e-13,True
interaction,109,C,-9.491296637520463e-13,2.1094237467877974e-14,True
interaction,110,A,-1.1717737891103752e-11,1.2079226507921703e-13,True
interaction,110,C,9.296174940942592e-13,1.27675647831893e-14,True
interaction,111,A,-6.255440609947982e-12,2.389199948993337e-13,True
interaction,111,C,-3.480549182199866e-13,3.630429290524262e-14,True
interaction,112,A,9.963585512196005e-12,1.1901590823981678e-13,True
interaction,112,C,-3.2018832030189515e-13,6.106226635438361e-15,True
interaction,113,A,1.0320633236915455e-12,1.5010215292932116e-13,True
interaction,113,C,4.561906408184768e-13,2.2426505097428162e-14,True
interaction,114,A,1.5428547328610875e-11,2.282618538629322e-13,True
interaction,114,C,-1.5798473640415978e-13,9.43689570931383e-15,True
interaction,115,A,2.992806003021542e-11,1.5543122344752192e-13,True
interaction,115,C,-7.895073483865644e-13,6.966649479522857e-15,True
interaction,116,A,2.2926549547719333e-11,2.3003821070233244e-13,True
interaction,116,C,-1.80855330711438e-13,1.199040866595169e-14,True
interaction,117,A,-1.0657252857981803e-11,3.028688411177427e-13,True
interaction,117,C,5.223599330861362e-13,6.106226635438361e-15,True
interaction,118,A,-7.0921046813055e-12,8.260059303211165e-14,True
interaction,118,C,-2.3525625891807067e-13,3.941291737419306e-15,True
interaction,119,A,-1.1502798713536322e-11,3.375077994860476e-14,True
interaction,119,C,6.420142195651124e-13,1.765254609153999e-14,True
interaction,120,A,-8.233413950620161e-13,3.135269821541442e-13,True
interaction,120,C,4.051203816857196e-13,1.7541523789077473e-14,True
interaction,121,A,1.9893420244443405e-11,8.704148513061227e-14,True
interaction,121,C,-1.0510481374126357e-12,9.658940314238862e-15,True
interaction,122,A,-2.9030111647898593e-11,3.97015753605956e-13,True
interaction,122,C,9.791056854169256e-13,2.786659791809143e-14,True
interaction,123,A,-1.7348789072002546e-11,1.8740564655672642e-13,True
interaction,123,C,-3.652633751016765e-13,4.218847493575595e-15,True
interaction,124,A,4.546407694761001e-11,1.9184653865522705e-13,True
interaction,124,C,-1.7389423234703827e-12,3.594347042223944e-14,True
interaction,125,A,1.0158984764530032e-11,1.0658141036401503e-13,True
interaction,125,C,-2.401523424566676e-12,2.398081733190338e-14,True
interaction,126,A,1.5802470443304628e-11,2.327027459614328e-13,True
interaction,126,C,-2.7533531010703882e-14,1.9317880628477724e-14,True
interaction,127,A,-4.8832937693532585e-11,1.376676550535194e-13,True
interaction,127,C,2.3140794835896372e-12,8.784639682346551e-15,True
interaction,128,A,-4.369837824924616e-13,3.979039320256561e-13,True
interaction,128,C,1.3206102877916237e-13,2.0261570199409107e-14,True
interaction,129,A,-1.1676881683797546e-11,1.6253665080512292e-13,True
interaction,129,C,1.7112977701572163e-12,4.884981308350689e-15,True
interaction,130,A,6.972200594645983e-13,1.127986593019159e-13,True
interaction,130,C,1.3675727217332678e-12,5.329070518200751e-15,True
interaction,131,A,-2.133848653329551e-11,1.652011860642233e-13,True
interaction,131,C,-2.1612711620377922e-12,1.3766765505351941e-14,True
interaction,132,A,2.432543055874703e-11,2.113864638886298e-13,True
interaction,132,C,7.97695243193175e-13,3.3306690738754696e-14,True
interaction,133,A,-8.450573574236842e-11,1.2612133559741778e-13,True
interaction,133,C,1.8949841695814484e-12,1.6209256159527285e-14,True
interaction,134,A,3.667288694941817e-12,8.79296635503124e-14,True
interaction,134,C,8.426592756904938e-13,2.3425705819590803e-14,True
interaction,135,A,-4.511058193656936e-12,1.723066134218243e-13,True
interaction,135,C,-4.9404924595819466e-14,3.0031532816110484e-14,True
interaction,136,A,-2.7697844018348405e-11,1.1812772982011666e-13,True
interaction,136,C,2.379985097888948e-12,4.496403249731884e-14,True
interaction,137,A,6.128431095930864e-13,4.884981308350689e-13,True
interaction,137,C,-2.354783035229957e-13,2.5757174171303632e-14,True
interaction,138,A,-5.184297435789631e-12,1.2878587085651816e-13,True
interaction,138,C,5.056519439272655e-13,2.900110707138026e-14,True
interaction,139,A,5.738520769682509e-12,2.1316282072803006e-14,True
interaction,139,C,-6.036837696399289e-13,1.2656542480726785e-14,True
interaction,140,A,3.860911590436444e-12,1.5276668818842154e-13,True
interaction,140,C,-3.260169911811772e-13,1.4654943925052066e-14,True
interaction,141,A,-4.016165178200026e-11,1.412203687323199e-13,True
interaction,141,C,-1.266431404189916e-12,1.1213252548714081e-14,True
interaction,142,A,3.374189816440776e-11,1.056932319443149e-13,True
interaction,142,C,3.1366576003222235e-13,2.7006175074006933e-14,True
interaction,143,A,4.051869950671971e-12,1.6964207816272392e-13,True
interaction,143,C,-2.3070434451710753e-12,2.220446049250313e-14,True
interaction,144,A,4.4231285301066237e-13,5.666578317686799e-13,False
interaction,144,C,5.91859894427671e-13,5.984102102729594e-14,True
interaction,145,A,-1.865174681370263e-13,2.877698079828406e-13,False
interaction,145,C,-4.2039982606212334e-13,7.764622278472189e-15,True
interaction,146,A,-1.0419221041502169e-11,1.2523315717771766e-13,True
interaction,146,C,9.828526881250355e-13,7.799316747991725e-15,True
interaction,147,A,2.05613304160579e-12,2.646771690706373e-13,True
interaction,147,C,-3.141931159689193e-14,1.6431300764452317e-14,True
interaction,148,A,-1.438849039914203e-13,2.7267077484793845e-13,False
interaction,148,C,-2.5002222514558525e-13,1.432187701766452e-14,True
interaction,149,A,1.8334667117869685e-11,1.6697754290362354e-13,True
interaction,149,C,2.1300738950458253e-12,1.7430501486614958e-14,True
interaction,150,A,-3.966604822380759e-11,1.6964207816272392e-13,True
interaction,150,C,-8.962275366286576e-13,1.3739009929736312e-14,True
interaction,151,A,-1.460520593354886e-11,1.4299672557172016e-13,True
interaction,151,C,2.6405544417684723e-12,5.2513549064769904e-14,True
interaction,152,A,3.320010932839068e-12,4.707345624410664e-13,True
interaction,152,C,-1.6153745008296028e-13,3.985700658404312e-14,True
interaction,153,A,3.2178704145735537e-12,2.540190280342358e-13,True
interaction,153,C,5.36654054528185e-13,1.3350431871117507e-14,True
interaction,154,A,-2.374989094278135e-12,1.2612133559741778e-13,True
interaction,154,C,-5.05914754533876e-14,6.619704784327496e-15,True
interaction,155,A,-5.936584557275637e-12,7.549516567451064e-14,True
interaction,155,C,1.7208456881689926e-14,4.274358644806853e-15,True
interaction,156,A,3.3368863228133705e-12,1.0835776720341528e-13,True
interaction,156,C,2.936539900133539e-14,4.718447854656915e-15,True
interaction,157,A,3.338662679652771e-11,7.638334409421077e-14,True
interaction,157,C,-3.396616321538204e-12,3.8746783559417963e-14,True
interaction,158,A,5.7916338391805766e-11,4.618527782440651e-14,True
interaction,158,C,-1.895400503215683e-12,1.9984014443252818e-14,True
interaction,159,A,1.9823254149287095e-11,1.5365486660812167e-13,True
interaction,159,C,3.6781688805831436e-13,5.284661597215745e-14,True
interaction,160,A,-1.7602808100036782e-11,3.339550858072471e-13,True
interaction,160,C,3.658184866139891e-13,2.2648549702353193e-14,True
interaction,161,A,-1.4232170997274807e-11,1.4477308241112041e-13,True
interaction,161,C,1.0436096431476471e-14,1.9373391779708982e-14,False
interaction,162,A,3.68949315543432e-11,4.947153797729698e-13,True
interaction,162,C,-1.001504434938738e-12,2.223221606811876e-14,True
interaction,163,A,-7.271516722084925e-12,2.5845992013273644e-13,True
interaction,163,C,-3.1241675912951905e-13,3.47499806707674e-14,True
interaction,164,A,1.4708234630234074e-12,6.341593916658894e-13,True
interaction,164,C,3.7547742692822794e-13,5.684341886080802e-14,True
interaction,165,A,-5.567990513100085e-12,3.312905505481467e-13,True
interaction,165,C,-1.421640583032513e-13,8.076872504148014e-15,True
interaction,166,A,1.8554047187535616e-12,2.2293278334473143e-13,True
interaction,166,C,4.280187315686135e-13,1.2045919817182948e-14,True
interaction,167,A,1.49027457041484e-11,2.6290081223123707e-13,True
interaction,167,C,-1.1382873810195093e-12,1.8620521791135047e-14,True
interaction,168,A,4.6842529854984605e-12,5.755396159656812e-13,True
interaction,168,C,1.830391688753806e-13,1.1231221547627082e-14,True
