state_id,serial_id,historical_C_status,frozen_C_status,joint_C_status
failed-only-recovery-13,150,regressed,regressed,unqualified
failed-only-recovery-13,151,improved,improved,unqualified
failed-only-recovery-13,152,improved,improved,unqualified
failed-only-recovery-13,153,regressed,improved,unqualified
failed-only-recovery-13,154,regressed,regressed,unqualified
failed-only-recovery-13,155,improved,improved,unqualified
failed-only-recovery-13,156,regressed,regressed,unqualified
failed-only-recovery-13,157,improved,improved,unqualified
failed-only-recovery-13,158,improved,regressed,unqualified
failed-only-recovery-13,159,improved,regressed,unqualified
failed-only-recovery-13,160,improved,improved,unqualified
failed-only-recovery-13,161,regressed,improved,unqualified
failed-only-recovery-13,162,regressed,improved,unqualified
failed-only-recovery-13,163,improved,improved,unqualified
failed-only-recovery-13,164,improved,improved,unqualified
failed-only-recovery-13,165,regressed,regressed,unqualified
failed-only-recovery-13,166,improved,regressed,unqualified
failed-only-recovery-13,167,improved,improved,unqualified
failed-only-recovery-13,168,regressed,regressed,unqualified
failed-only-recovery-14,1,improved,unqualified,unqualified
failed-only-recovery-14,2,improved,improved,unqualified
failed-only-recovery-14,3,regressed,improved,unqualified
failed-only-recovery-14,4,improved,improved,unqualified
failed-only-recovery-14,5,improved,improved,unqualified
failed-only-recovery-14,6,regressed,improved,unqualified
failed-only-recovery-14,7,regressed,improved,unqualified
failed-only-recovery-14,8,improved,regressed,unqualified
failed-only-recovery-14,9,improved,improved,unqualified
failed-only-recovery-14,10,regressed,regressed,unqualified
failed-only-recovery-14,11,regressed,regressed,unqualified
failed-only-recovery-14,12,improved,improved,unqualified
failed-only-recovery-14,13,regressed,regressed,unqualified
failed-only-recovery-14,14,improved,improved,unqualified
failed-only-recovery-14,15,regressed,improved,unqualified
failed-only-recovery-14,16,regressed,improved,unqualified
failed-only-recovery-14,17,improved,regressed,unqualified
failed-only-recovery-14,18,improved,regressed,unqualified
failed-only-recovery-14,19,regressed,regressed,unqualified
failed-only-recovery-14,20,improved,improved,unqualified
failed-only-recovery-14,21,improved,improved,unqualified
failed-only-recovery-14,22,improved,improved,unqualified
failed-only-recovery-14,23,regressed,improved,unqualified
failed-only-recovery-14,24,improved,improved,unqualified
failed-only-recovery-14,25,regressed,improved,unqualified
failed-only-recovery-14,26,regressed,improved,unqualified
failed-only-recovery-14,27,regressed,improved,unqualified
failed-only-recovery-14,28,improved,regressed,unqualified
failed-only-recovery-14,29,improved,regressed,unqualified
failed-only-recovery-14,30,improved,regressed,unqualified
failed-only-recovery-14,31,regressed,regressed,unqualified
failed-only-recovery-14,32,regressed,improved,unqualified
failed-only-recovery-14,33,regressed,improved,unqualified
failed-only-recovery-14,34,improved,regressed,unqualified
failed-only-recovery-14,35,regressed,improved,unqualified
failed-only-recovery-14,36,regressed,improved,unqualified
failed-only-recovery-14,37,regressed,improved,unqualified
failed-only-recovery-14,38,regressed,regressed,unqualified
failed-only-recovery-14,39,regressed,improved,unqualified
failed-only-recovery-14,40,regressed,improved,unqualified
failed-only-recovery-14,41,improved,regressed,unqualified
failed-only-recovery-14,42,regressed,improved,unqualified
failed-only-recovery-14,43,regressed,regressed,unqualified
failed-only-recovery-14,44,regressed,regressed,unqualified
failed-only-recovery-14,45,improved,improved,unqualified
failed-only-recovery-14,46,regressed,regressed,unqualified
failed-only-recovery-14,47,improved,improved,unqualified
failed-only-recovery-14,48,improved,improved,unqualified
failed-only-recovery-14,49,improved,improved,unqualified
failed-only-recovery-14,50,regressed,improved,unqualified
failed-only-recovery-14,51,regressed,regressed,unqualified
failed-only-recovery-14,52,improved,regressed,unqualified
failed-only-recovery-14,53,regressed,regressed,unqualified
failed-only-recovery-14,54,improved,regressed,unqualified
failed-only-recovery-14,55,regressed,improved,unqualified
failed-only-recovery-14,56,improved,improved,unqualified
failed-only-recovery-14,57,improved,improved,unqualified
failed-only-recovery-14,58,improved,improved,unqualified
failed-only-recovery-14,59,improved,regressed,unqualified
failed-only-recovery-14,60,regressed,improved,unqualified
failed-only-recovery-14,61,regressed,improved,unqualified
failed-only-recovery-14,62,regressed,improved,unqualified
failed-only-recovery-14,63,improved,improved,unqualified
failed-only-recovery-14,64,improved,improved,unqualified
failed-only-recovery-14,65,regressed,regressed,unqualified
failed-only-recovery-14,66,improved,regressed,unqualified
failed-only-recovery-14,67,improved,improved,unqualified
failed-only-recovery-14,68,regressed,regressed,unqualified
failed-only-recovery-14,69,regressed,improved,unqualified
failed-only-recovery-14,70,improved,improved,unqualified
failed-only-recovery-14,71,improved,improved,unqualified
failed-only-recovery-14,72,improved,improved,unqualified
failed-only-recovery-14,73,regressed,improved,unqualified
failed-only-recovery-14,74,improved,improved,unqualified
failed-only-recovery-14,75,regressed,improved,unqualified
failed-only-recovery-14,76,improved,regressed,unqualified
failed-only-recovery-14,77,regressed,improved,unqualified
failed-only-recovery-14,78,improved,improved,unqualified
failed-only-recovery-14,79,improved,regressed,unqualified
failed-only-recovery-14,80,improved,improved,unqualified
failed-only-recovery-14,81,regressed,regressed,unqualified
failed-only-recovery-14,82,improved,improved,unqualified
failed-only-recovery-14,83,regressed,regressed,unqualified
failed-only-recovery-14,84,improved,improved,unqualified
failed-only-recovery-14,85,improved,regressed,unqualified
failed-only-recovery-14,86,improved,regressed,unqualified
failed-only-recovery-14,87,regressed,regressed,unqualified
failed-only-recovery-14,88,improved,improved,unqualified
failed-only-recovery-14,89,improved,improved,unqualified
failed-only-recovery-14,90,regressed,improved,unqualified
failed-only-recovery-14,91,improved,improved,unqualified
failed-only-recovery-14,92,improved,improved,unqualified
failed-only-recovery-14,93,regressed,improved,unqualified
failed-only-recovery-14,94,improved,improved,unqualified
failed-only-recovery-14,95,regressed,regressed,unqualified
failed-only-recovery-14,96,regressed,regressed,unqualified
failed-only-recovery-14,97,improved,regressed,unqualified
failed-only-recovery-14,98,regressed,regressed,unqualified
failed-only-recovery-14,99,regressed,regressed,unqualified
failed-only-recovery-14,100,improved,regressed,unqualified
failed-only-recovery-14,101,regressed,improved,unqualified
failed-only-recovery-14,102,regressed,regressed,unqualified
failed-only-recovery-14,103,improved,improved,unqualified
failed-only-recovery-14,104,improved,regressed,unqualified
failed-only-recovery-14,105,improved,improved,unqualified
failed-only-recovery-14,106,regressed,regressed,unqualified
failed-only-recovery-14,107,improved,improved,unqualified
failed-only-recovery-14,108,improved,improved,unqualified
failed-only-recovery-14,109,improved,improved,unqualified
failed-only-recovery-14,110,improved,improved,unqualified
failed-only-recovery-14,111,regressed,regressed,unqualified
failed-only-recovery-14,112,improved,regressed,unqualified
failed-only-recovery-14,113,regressed,improved,unqualified
failed-only-recovery-14,114,regressed,regressed,unqualified
failed-only-recovery-14,115,regressed,improved,unqualified
failed-only-recovery-14,116,regressed,improved,unqualified
failed-only-recovery-14,117,improved,improved,unqualified
failed-only-recovery-14,118,improved,regressed,unqualified
failed-only-recovery-14,119,improved,improved,unqualified
failed-only-recovery-14,120,regressed,regressed,unqualified
failed-only-recovery-14,121,improved,improved,unqualified
failed-only-recovery-14,122,improved,regressed,unqualified
failed-only-recovery-14,123,regressed,improved,unqualified
failed-only-recovery-14,124,regressed,improved,unqualified
failed-only-recovery-14,125,regressed,improved,unqualified
failed-only-recovery-14,126,improved,improved,unqualified
failed-only-recovery-14,127,improved,improved,unqualified
failed-only-recovery-14,128,improved,improved,unqualified
failed-only-recovery-14,129,improved,improved,unqualified
failed-only-recovery-14,130,regressed,regressed,unqualified
failed-only-recovery-14,131,improved,improved,unqualified
failed-only-recovery-14,132,regressed,regressed,unqualified
failed-only-recovery-14,133,improved,improved,unqualified
failed-only-recovery-14,134,improved,improved,unqualified
failed-only-recovery-14,135,improved,regressed,unqualified
failed-only-recovery-14,136,improved,improved,unqualified
failed-only-recovery-14,137,improved,improved,unqualified
failed-only-recovery-14,138,improved,improved,unqualified
failed-only-recovery-14,139,improved,improved,unqualified
failed-only-recovery-14,140,regressed,regressed,unqualified
failed-only-recovery-14,141,regressed,regressed,unqualified
failed-only-recovery-14,142,regressed,regressed,unqualified
failed-only-recovery-14,143,improved,improved,unqualified
failed-only-recovery-14,144,regressed,regressed,unqualified
failed-only-recovery-14,145,improved,improved,unqualified
failed-only-recovery-14,146,improved,improved,unqualified
failed-only-recovery-14,147,improved,regressed,unqualified
failed-only-recovery-14,148,improved,regressed,unqualified
failed-only-recovery-14,149,regressed,improved,unqualified
failed-only-recovery-14,150,regressed,regressed,unqualified
failed-only-recovery-14,151,improved,improved,unqualified
failed-only-recovery-14,152,improved,improved,unqualified
failed-only-recovery-14,153,regressed,improved,unqualified
failed-only-recovery-14,154,regressed,regressed,unqualified
failed-only-recovery-14,155,improved,improved,unqualified
failed-only-recovery-14,156,regressed,regressed,unqualified
failed-only-recovery-14,157,improved,improved,unqualified
failed-only-recovery-14,158,improved,regressed,unqualified
failed-only-recovery-14,159,improved,regressed,unqualified
failed-only-recovery-14,160,improved,improved,unqualified
failed-only-recovery-14,161,regressed,improved,unqualified
failed-only-recovery-14,162,regressed,improved,unqualified
failed-only-recovery-14,163,improved,improved,unqualified
failed-only-recovery-14,164,improved,improved,unqualified
failed-only-recovery-14,165,regressed,regressed,unqualified
failed-only-recovery-14,166,improved,regressed,unqualified
failed-only-recovery-14,167,improved,improved,unqualified
failed-only-recovery-14,168,regressed,regressed,unqualified
