state_id,component,mode,atom_index,qualified,reason,failure_owner,branch_sensitive,stationarity,objective,active_amplitudes,rank,condition,minimum_singular,weighted_rank,weighted_condition,weighted_minimum_singular,weight_minimum,weight_mean,weight_underflow_count,effective_n,linear_solves,iterations,seconds
baseline-best-28,0,frozen,33,True,qualified,-1,False,8.380990221741734e-09,-79.65300975202433,0,2,2.4311359904992225,0.5379757587530302,2,1.2738682991968655,0.8732474803046586,1.6445119655196838e-13,0.842288456499814,0,31092.25126538718,181,178,0.420118042
baseline-best-28,0,frozen,34,True,qualified,-1,False,8.380990221741734e-09,-79.96240590297865,0,2,2.2988904205577625,0.5641127423112499,2,2.0178490311052952,0.6279681102171591,1.6445119655196838e-13,0.842155104871121,0,31084.79054146338,181,178,0.414109
baseline-best-28,0,frozen,35,True,qualified,-1,False,8.380990221741734e-09,-81.08844433906323,0,2,2.2570753718832486,0.5728618534158811,2,1.601375625663919,0.7490685149619418,1.6445119655196838e-13,0.8422140828552591,0,31088.726236580438,181,178,0.432147958
baseline-best-28,0,frozen,36,True,qualified,-1,False,8.380990221741734e-09,-81.63014440220306,0,2,2.365847832508717,0.5505971877446083,2,2.7169686214348685,0.4884760568884705,1.6445119655196838e-13,0.8423213591140986,0,31095.699310828604,181,178,0.412473833
baseline-best-28,0,frozen,37,True,qualified,-1,False,8.380990221741734e-09,-80.32106347114802,0,2,2.354128360857774,0.5529200926380816,2,1.496232665854409,0.7858303896708484,1.6445119655196838e-13,0.8423062623990304,0,31093.925666228028,181,178,0.427074208
baseline-best-28,0,frozen,38,True,qualified,-1,False,8.380990221741734e-09,-80.64201221441142,0,2,2.4559821168714553,0.5333106490697779,2,3.6575513989231543,0.37296712889226613,1.6445119655196838e-13,0.8422958307345578,0,31093.46511875944,181,178,0.429211708
baseline-best-28,0,frozen,39,True,qualified,-1,False,8.380990221741734e-09,-80.42206594330088,0,2,2.459871660314516,0.532587057019385,2,2.1580964809427456,0.5945759059439198,1.6445119655196838e-13,0.8423511680937781,0,31096.07915044898,181,178,0.4156245
baseline-best-28,0,frozen,40,True,qualified,-1,False,8.380990221741734e-09,-79.65903801132788,0,2,2.2797395333180934,0.5680895615636867,2,1.8954373919443979,0.6599055290454441,1.6445119655196838e-13,0.8423041909894801,0,31092.913011871045,181,178,0.39444775
baseline-best-28,0,frozen,41,True,qualified,-1,False,8.380990221741734e-09,-79.67328838208452,0,2,2.1995583505599496,0.5853031139887892,2,2.1873553873447382,0.588005244399568,1.6445119655196838e-13,0.84237682403156,0,31096.192920895486,181,178,0.403225792
baseline-best-28,0,frozen,42,True,qualified,-1,False,8.380990221741734e-09,-79.6597072472441,0,2,2.2793489843297334,0.5681711892665419,2,1.866036573641292,0.6679971207520523,1.6314085331301838e-13,0.8422741204188828,0,31092.17474947721,181,178,0.418235167
baseline-best-28,0,frozen,43,True,qualified,-1,False,8.380990221741734e-09,-79.6541536518547,0,2,2.374014382354938,0.5489889868100952,2,1.5019283367278444,0.7837668489910286,1.6447043765587728e-13,0.8422871058109157,0,31092.28129646011,181,178,0.414043083
baseline-best-28,0,frozen,44,True,qualified,-1,False,8.380990221741734e-09,-79.74129588421374,0,2,2.3268705618857695,0.5583923538687124,2,3.5001575887586838,0.3884981728168016,1.6445119655196838e-13,0.8425797746250695,0,31107.485069753693,181,178,0.402155667
baseline-best-28,0,frozen,45,True,qualified,-1,False,8.380990221741734e-09,-79.73342877233081,0,2,2.424497256692291,0.5392349216515249,2,2.235596434357528,0.5774517451685933,1.6445119655196838e-13,0.8421315553309828,0,31082.44519381887,181,178,0.391600375
baseline-best-28,0,frozen,46,True,qualified,-1,False,8.380990221741734e-09,-79.75799010340049,0,2,2.5358316276736446,0.5188092041669166,2,1.8311512280528914,0.677820870035777,1.6445119655196838e-13,0.8421410534292887,0,31083.08276591839,181,178,0.481624542
baseline-best-28,0,frozen,47,True,qualified,-1,False,8.380990221741734e-09,-79.75894006623201,0,2,2.576130846216694,0.5117634172421764,2,3.1671504571230233,0.4258049104294596,1.6445119655196838e-13,0.8422361823764384,0,31088.693340245303,181,178,0.413332541
baseline-best-28,0,frozen,48,True,qualified,-1,False,8.380990221741734e-09,-79.6558269822806,0,2,2.203476099837175,0.5844403140345469,2,1.2176013506915673,0.8975646276324359,1.0978251430146207e-13,0.8422818918047931,0,31092.024283754894,181,178,0.395821667
