alpha,seed,phase,iteration,objective,stationarity,variance,linear_solves,backtracks
0.5,checkpoint,primary,76,-148.62645607235945,0.0020447600840790827,2.201607448942793e-11,76,0
0.5,checkpoint,primary,77,-148.73515604727936,0.002285605580721328,2.180705977876852e-11,77,0
0.5,checkpoint,primary,78,-148.8518153318883,0.002506009606520518,2.1607917956472622e-11,78,0
0.5,checkpoint,primary,79,-148.9771063872416,0.002621341725865808,2.1414335142535897e-11,79,0
0.5,checkpoint,primary,80,-149.10335142267087,0.0025710019648304957,2.1224089341332474e-11,80,0
0.5,checkpoint,primary,81,-149.2267988846562,0.002441058272604469,2.10374983342565e-11,81,0
0.5,checkpoint,primary,82,-149.34897508922987,0.0023418325827392725,2.0849061379739977e-11,82,0
0.5,checkpoint,primary,83,-149.46508665438503,0.002151890849198658,2.065456492144943e-11,83,0
0.5,checkpoint,primary,84,-149.57404491479156,0.0018302272006659808,2.0454086192799058e-11,84,0
0.5,checkpoint,primary,85,-149.67016939515153,0.0014915002972518687,2.0250632436769126e-11,85,0
0.5,checkpoint,primary,86,-149.75444732626434,0.0014806278670022044,2.0050129013932114e-11,86,0
0.5,checkpoint,primary,87,-149.8300442739148,0.0014368710298545695,1.985517173231601e-11,87,0
0.5,checkpoint,primary,88,-149.90111467532336,0.0013839173802519533,1.9668348483687528e-11,88,0
0.5,checkpoint,primary,89,-149.96930600024598,0.0013219507517021611,1.9489984219836175e-11,89,0
0.5,checkpoint,primary,90,-150.0336395712055,0.001252044248962303,1.9320908117775835e-11,90,0
0.5,checkpoint,primary,91,-150.09222703424794,0.0011831076729804657,1.9162552882194387e-11,91,0
0.5,checkpoint,primary,92,-150.14844662434996,0.0011189483429599467,1.901374016564646e-11,92,0
0.5,checkpoint,primary,93,-150.20146758349838,0.0010518600091228847,1.8873779811157907e-11,93,0
0.5,checkpoint,primary,94,-150.25010131563263,0.0009818946202318406,1.874323664537368e-11,94,0
0.5,checkpoint,primary,95,-150.29636889231347,0.0010348771992099589,1.8622214578780292e-11,95,0
0.5,checkpoint,primary,96,-150.34486246486495,0.0011597105448970897,1.8509592758439858e-11,96,0
0.5,checkpoint,primary,97,-150.39258424029146,0.001254690017779563,1.84063468586287e-11,97,0
0.5,checkpoint,primary,98,-150.45066605803441,0.0014562676719799231,1.830797133418517e-11,98,0
0.5,checkpoint,primary,99,-150.50551106380712,0.001452927582720145,1.8215612677562413e-11,99,0
0.5,checkpoint,primary,100,-150.56298864166124,0.0015552872238328384,1.8128087290791306e-11,100,0
0.5,constrained-ls,primary,0,-56.19718602826167,0.3397136692134024,1.63278770175734e-07,0,0
0.5,constrained-ls,primary,1,-66.38940902030262,0.24618091272001097,6.166270550900868e-08,1,0
0.5,constrained-ls,primary,2,-73.7134653405508,0.194033551865831,3.115259926467196e-08,2,0
0.5,constrained-ls,primary,3,-79.61831025593197,0.16189801933806397,1.8096777394980968e-08,3,0
0.5,constrained-ls,primary,4,-84.66985356970048,0.13941527869358844,1.1390964585753696e-08,4,0
0.5,constrained-ls,primary,5,-89.11960982783097,0.12186787502732371,7.565719546424213e-09,5,0
0.5,constrained-ls,primary,6,-93.08878620843387,0.10734815535034137,5.236353360692004e-09,6,0
0.5,constrained-ls,primary,7,-96.65395159116827,0.0950772823553222,3.749947592236461e-09,7,0
0.5,constrained-ls,primary,8,-99.88051943611272,0.08462219694455303,2.7644699289300716e-09,8,0
0.5,constrained-ls,primary,9,-102.82191099841474,0.07562163088381985,2.0894707737742148e-09,9,0
0.5,constrained-ls,primary,10,-105.51162661557903,0.0677495392571047,1.6144638804070934e-09,10,0
0.5,constrained-ls,primary,11,-107.9766292909277,0.060833135687184015,1.2725075454241438e-09,11,0
0.5,constrained-ls,primary,12,-110.2431788553319,0.054762045332590714,1.0212257275986854e-09,12,0
0.5,constrained-ls,primary,13,-112.33501915624818,0.04947826602615513,8.33075875751303e-10,13,0
0.5,constrained-ls,primary,14,-114.2786925330243,0.04490478007485188,6.895322387554842e-10,14,0
0.5,constrained-ls,primary,15,-116.09014583589958,0.04094657016810205,5.781830844588219e-10,15,0
0.5,constrained-ls,primary,16,-117.79367696159385,0.037554427788249634,4.903655089887955e-10,16,0
0.5,constrained-ls,primary,17,-119.40335379003417,0.0345397535879749,4.2002478168218686e-10,17,0
0.5,constrained-ls,primary,18,-120.9254782443841,0.03186108912471075,3.630712301022217e-10,18,0
0.5,constrained-ls,primary,19,-122.3633349976796,0.029478034988396296,3.1647832451248075e-10,19,0
0.5,constrained-ls,primary,20,-123.7191164291566,0.027378460959532946,2.780153013089939e-10,20,0
0.5,constrained-ls,primary,21,-125.00439920096352,0.025552702331602672,2.4592464885052014e-10,21,0
0.5,constrained-ls,primary,22,-126.22550759666609,0.023886064024536857,2.1886410248644076e-10,22,0
0.5,constrained-ls,primary,23,-127.3840957016094,0.022363656786484054,1.9590707491467665e-10,23,0
0.5,constrained-ls,primary,24,-128.4870592964385,0.02100999274601839,1.7629528084103513e-10,24,0
0.5,constrained-ls,primary,25,-129.5317030350388,0.01974696788403113,1.594275397221794e-10,25,0
0.5,constrained-ls,primary,26,-130.51931709477577,0.01860052264758938,1.4485873612369462e-10,26,0
0.5,constrained-ls,primary,27,-131.46208552955082,0.017600514794421707,1.3218514408514837e-10,27,0
0.5,constrained-ls,primary,28,-132.36024399729132,0.016693637314849685,1.2107377279257898e-10,28,0
0.5,constrained-ls,primary,29,-133.2051632923772,0.01582097367882418,1.1130047858407974e-10,29,0
0.5,constrained-ls,primary,30,-133.99650594032806,0.0149775049319818,1.026892588605463e-10,30,0
0.5,constrained-ls,primary,31,-134.73412249260252,0.014142687718128655,9.508213925643096e-11,31,0
0.5,constrained-ls,primary,32,-135.41590693741927,0.013331520906436523,8.836877544062815e-11,32,0
0.5,constrained-ls,primary,33,-136.05670218786008,0.0126259340304819,8.242083095891177e-11,33,0
0.5,constrained-ls,primary,34,-136.66904356854835,0.012032433581770696,7.70983399073387e-11,34,0
0.5,constrained-ls,primary,35,-137.2441239000096,0.011439189025427954,7.230881609280505e-11,35,0
0.5,constrained-ls,primary,36,-137.78089916652866,0.010857475157504348,6.799973521893031e-11,36,0
0.5,constrained-ls,primary,37,-138.28628049971357,0.01034199242753514,6.411812153787505e-11,37,0
0.5,constrained-ls,primary,38,-138.76289798064397,0.009833816283671026,6.059888081438262e-11,38,0
0.5,constrained-ls,primary,39,-139.2017630700267,0.009297596866188362,5.741593147121313e-11,39,0
0.5,constrained-ls,primary,40,-139.61462566416083,0.008831998218072068,5.454118881561289e-11,40,0
0.5,constrained-ls,primary,41,-140.0025688844354,0.008398173909688278,5.1923503139031386e-11,41,0
0.5,constrained-ls,primary,42,-140.361532403457,0.007954858705196854,4.954015820116318e-11,42,0
0.5,constrained-ls,primary,43,-140.70342684039176,0.007575426826466003,4.736651193279873e-11,43,0
0.5,constrained-ls,primary,44,-141.02379583880943,0.007208529308385225,4.53728299327932e-11,44,0
0.5,constrained-ls,primary,45,-141.32387781870102,0.006878627016806804,4.354462246262439e-11,45,0
0.5,constrained-ls,primary,46,-141.6036712516195,0.006562333479983917,4.185972678018157e-11,46,0
0.5,constrained-ls,primary,47,-141.85025052860405,0.006173875264626094,4.0313172361529093e-11,47,0
0.5,constrained-ls,primary,48,-142.0691315913501,0.005794738702892821,3.890955582381088e-11,48,0
0.5,constrained-ls,primary,49,-142.26997943006654,0.0054672379912938385,3.763111361714469e-11,49,0
0.5,constrained-ls,primary,50,-142.4537911921844,0.005159450788515707,3.6459427102575535e-11,50,0
0.5,constrained-ls,primary,51,-142.62320363282282,0.004874093808886815,3.538309680365514e-11,51,0
0.5,constrained-ls,primary,52,-142.78028993815306,0.004616122575311021,3.439162541046307e-11,52,0
0.5,constrained-ls,primary,53,-142.92690713024385,0.004376096535591012,3.347428665767337e-11,53,0
0.5,constrained-ls,primary,54,-143.06177548966113,0.004140238780191485,3.2624765549712935e-11,54,0
0.5,constrained-ls,primary,55,-143.18588863166426,0.0039145502658402,3.183854487913265e-11,55,0
0.5,constrained-ls,primary,56,-143.3006647578713,0.003696624291352535,3.1110509558278263e-11,56,0
0.5,constrained-ls,primary,57,-143.40888173084753,0.0034932360949553876,3.0435496490932306e-11,57,0
0.5,constrained-ls,primary,58,-143.51191989134497,0.003304606027613677,2.980821003049844e-11,58,0
0.5,constrained-ls,primary,59,-143.61046525014325,0.0031322125990784766,2.9223831264227083e-11,59,0
0.5,constrained-ls,primary,60,-143.7031456335741,0.002961016276862738,2.8678570672497524e-11,60,0
0.5,constrained-ls,primary,61,-143.7906856225582,0.002803410236518755,2.81707229039318e-11,61,0
0.5,constrained-ls,primary,62,-143.87329404615494,0.002658418235362947,2.7696540996325068e-11,62,0
0.5,constrained-ls,primary,63,-143.9505375788989,0.00251935186614044,2.725317701828254e-11,63,0
0.5,constrained-ls,primary,64,-144.0223173730811,0.002379359193382502,2.6838733695271145e-11,64,0
0.5,constrained-ls,primary,65,-144.0892077498049,0.002242798986583805,2.645235556521588e-11,65,0
0.5,constrained-ls,primary,66,-144.1523071534781,0.0021160377980231626,2.609220503122728e-11,66,0
0.5,constrained-ls,primary,67,-144.2118433914358,0.0019938255888491407,2.5755977295158035e-11,67,0
0.5,constrained-ls,primary,68,-144.26853590369356,0.0018767340415251077,2.5442190050801296e-11,68,0
0.5,constrained-ls,primary,69,-144.3235327649507,0.001767016959815737,2.5149107489170523e-11,69,0
0.5,constrained-ls,primary,70,-144.377259407183,0.001661221446867145,2.4874947108297878e-11,70,0
0.5,constrained-ls,primary,71,-144.42968147994384,0.0015566165923260877,2.4618727002344062e-11,71,0
0.5,constrained-ls,primary,72,-144.48118866951816,0.0014559663762601094,2.4379801667526475e-11,72,0
0.5,constrained-ls,primary,73,-144.53265803435167,0.0013633530461502064,2.415699586589074e-11,73,0
0.5,constrained-ls,primary,74,-144.58499835676164,0.0012819080342840738,2.3948552442819256e-11,74,0
0.5,constrained-ls,primary,75,-144.63724565403353,0.0012040888285256846,2.3752735328873312e-11,75,0
0.5,constrained-ls,primary,76,-144.68743558822032,0.001120493179377735,2.3569580558386452e-11,76,0
0.5,constrained-ls,primary,77,-144.73651737300594,0.0011385764355680348,2.3399481196891202e-11,77,0
0.5,constrained-ls,primary,78,-144.78527062622985,0.0012020128827671078,2.3241469694065497e-11,78,0
0.5,constrained-ls,primary,79,-144.8343034815048,0.0012637914950285843,2.3094692804232424e-11,79,0
0.5,constrained-ls,primary,80,-144.88421092047943,0.0013361211653219322,2.295816388069942e-11,80,0
0.5,constrained-ls,primary,81,-144.93543740142215,0.0014269768603257646,2.2830848114151072e-11,81,0
0.5,constrained-ls,primary,82,-144.98909354656223,0.0015533643088103768,2.2711980902507056e-11,82,0
0.5,constrained-ls,primary,83,-145.04750437186672,0.0017401678678066815,2.260057296290606e-11,83,0
0.5,constrained-ls,primary,84,-145.11328241973413,0.0019801135554574157,2.249507770256911e-11,84,0
0.5,constrained-ls,primary,85,-145.18627239373197,0.0022172546457992206,2.2394393113090982e-11,85,0
0.5,constrained-ls,primary,86,-145.26692227352856,0.002474711280773432,2.2298541457012362e-11,86,0
0.5,constrained-ls,primary,87,-145.36079015680622,0.002804628519906497,2.220475892164295e-11,87,0
0.5,constrained-ls,primary,88,-145.46175740779398,0.0029860121120491015,2.211038157017368e-11,88,0
0.5,constrained-ls,primary,89,-145.56028856679137,0.003006663487810458,2.201837531659602e-11,89,0
0.5,constrained-ls,primary,90,-145.6633003733615,0.003066975826354063,2.192326555513398e-11,90,0
0.5,constrained-ls,primary,91,-145.77170504293716,0.0030708074649009516,2.1817626942228038e-11,91,0
0.5,constrained-ls,primary,92,-145.8773698130856,0.0028719636458009617,2.169801470904349e-11,92,0
0.5,constrained-ls,primary,93,-145.9743541112128,0.002543631396304906,2.1563792115590257e-11,93,0
0.5,constrained-ls,primary,94,-146.06283837199044,0.002209167630333116,2.14163096292002e-11,94,0
0.5,constrained-ls,primary,95,-146.1355701432851,0.0018320843841198797,2.1262215560598643e-11,95,0
0.5,constrained-ls,primary,96,-146.19573064014833,0.0015177414536039035,2.110948676222754e-11,96,0
0.5,constrained-ls,primary,97,-146.24564584067656,0.0012556233135413662,2.0961125745257948e-11,97,0
0.5,constrained-ls,primary,98,-146.28683560968983,0.00104187768686207,2.0820608590112285e-11,98,0
0.5,constrained-ls,primary,99,-146.32208353601067,0.0009170432822199204,2.068888536008178e-11,99,0
0.5,constrained-ls,primary,100,-146.35148918571494,0.0008489587419215905,2.0566975441793115e-11,100,0
1.0,checkpoint,primary,0,-326.53012327106455,0.10722026645276378,9.543525216659919e-07,0,0
1.0,checkpoint,primary,1,-983.1773610226065,0.2857014072913235,1.4458899823563482e-07,1,0
1.0,checkpoint,primary,2,-1516.7235686382116,0.20378395536294763,4.426405542379824e-08,2,0
1.0,checkpoint,primary,3,-2005.2429206566678,0.15075539906351837,1.8832533340211452e-08,3,0
1.0,checkpoint,primary,4,-2479.982983698193,0.11719441713094259,9.448207450972588e-09,4,0
1.0,checkpoint,primary,5,-2950.6091820530664,0.09368111244778576,5.237417478234096e-09,5,0
1.0,checkpoint,primary,6,-3412.4768850179444,0.07554339117944364,3.122653492959889e-09,6,0
1.0,checkpoint,primary,7,-3853.019381478497,0.06112782645011633,1.982153555761049e-09,7,0
1.0,checkpoint,primary,8,-4258.326258450571,0.049442305156855715,1.3317300537027472e-09,8,0
1.0,checkpoint,primary,9,-4616.751343978632,0.039699289771984,9.4305342036642e-10,9,0
1.0,checkpoint,primary,10,-4922.562756133595,0.03152555849426769,7.017985812224747e-10,10,0
1.0,checkpoint,primary,11,-5177.652208336154,0.024821516628830143,5.469661795565586e-10,11,0
1.0,checkpoint,primary,12,-5387.966462404664,0.01951216584109655,4.443892916389685e-10,12,0
1.0,checkpoint,primary,13,-5559.255522053191,0.01531411022397311,3.743236053852999e-10,13,0
1.0,checkpoint,primary,14,-5699.474087362055,0.012009570162838268,3.251502279161097e-10,14,0
1.0,checkpoint,primary,15,-5817.27396616326,0.009438523256422582,2.897240899755847e-10,15,0
1.0,checkpoint,primary,16,-5919.3879646208625,0.007496863002379783,2.635511612629525e-10,16,0
1.0,checkpoint,primary,17,-6011.201370440159,0.006109030854627884,2.436435479601465e-10,17,0
1.0,checkpoint,primary,18,-6097.100745853734,0.005183532332600882,2.2788777975441668e-10,18,0
1.0,checkpoint,primary,19,-6179.132184540977,0.004604290759610996,2.1485228601175455e-10,19,0
1.0,checkpoint,primary,20,-6258.072825513959,0.004245326773071378,2.0359132517326593e-10,20,0
1.0,checkpoint,primary,21,-6333.475261691127,0.003999990968732603,1.9356814833495704e-10,21,0
1.0,checkpoint,primary,22,-6404.324769523249,0.00380276918612632,1.8451337269783117e-10,22,0
1.0,checkpoint,primary,23,-6469.560173112581,0.0035812018005720314,1.7629802371885105e-10,23,0
1.0,checkpoint,primary,24,-6529.541449180668,0.0033591286168914714,1.6888451847657057e-10,24,0
1.0,checkpoint,primary,25,-6584.975763576452,0.0031363607787252556,1.6218855298966815e-10,25,0
1.0,checkpoint,primary,26,-6636.533504000177,0.002906525050603903,1.5614529549191832e-10,26,0
1.0,checkpoint,primary,27,-6684.878520566312,0.0026869522162534243,1.507007038121858e-10,27,0
1.0,checkpoint,primary,28,-6730.850419951158,0.0024915680346117575,1.4577297291174754e-10,28,0
1.0,checkpoint,primary,29,-6773.865865047687,0.002611017063116424,1.4131654236993868e-10,29,0
1.0,checkpoint,primary,30,-6815.396680246352,0.0028099822446565575,1.3728179378942205e-10,30,0
1.0,checkpoint,primary,31,-6855.674453321106,0.002933693625048629,1.3355044365580587e-10,31,0
1.0,checkpoint,primary,32,-6893.935063761183,0.0029399939099944827,1.3007757990794992e-10,32,0
1.0,checkpoint,primary,33,-6930.2476809673235,0.002848950646123233,1.2685406832221764e-10,33,0
1.0,checkpoint,primary,34,-6964.5377123739945,0.0026851567593458047,1.2382266718556242e-10,34,0
1.0,checkpoint,primary,35,-6996.370314177908,0.0024537379106682813,1.2094677244436293e-10,35,0
1.0,checkpoint,primary,36,-7024.781139113961,0.002175745711660533,1.1826915923751737e-10,36,0
1.0,checkpoint,primary,37,-7050.612036856528,0.00187808437135573,1.1581826791196058e-10,37,0
1.0,checkpoint,primary,38,-7074.086322905367,0.0015876654238178322,1.1358047434318734e-10,38,0
1.0,checkpoint,primary,39,-7095.435040803013,0.0013287995258510963,1.1156297871881348e-10,39,0
1.0,checkpoint,primary,40,-7115.664528031564,0.001192821719035897,1.0972758355076311e-10,40,0
1.0,checkpoint,primary,41,-7135.0866907184745,0.0011136322835997858,1.080338436397649e-10,41,0
1.0,checkpoint,primary,42,-7153.67464748005,0.0010390245487014171,1.0646372181069069e-10,42,0
1.0,checkpoint,primary,43,-7171.177627357625,0.0009582241144588388,1.0500954150034805e-10,43,0
1.0,checkpoint,primary,44,-7187.292034400708,0.0009181701529764225,1.0368273090346193e-10,44,0
1.0,checkpoint,primary,45,-7202.607781198098,0.0010137438772427213,1.0247951054064438e-10,45,0
1.0,checkpoint,primary,46,-7217.705814886269,0.0011196035992419283,1.0137888715637391e-10,46,0
1.0,checkpoint,primary,47,-7232.699803591936,0.001235735212230059,1.0036015107452385e-10,47,0
1.0,checkpoint,primary,48,-7247.232602083441,0.0013472617260553252,9.940816898703105e-11,48,0
1.0,checkpoint,primary,49,-7261.839779502834,0.0014605474351719867,9.851508249976017e-11,49,0
1.0,checkpoint,primary,50,-7276.086843873511,0.0015871107533965664,9.766969677660639e-11,50,0
1.0,checkpoint,primary,51,-7291.10899817287,0.0017439216712325477,9.68606067091688e-11,51,0
1.0,checkpoint,primary,52,-7307.0817752037865,0.0018981532166090322,9.605664172697193e-11,52,0
1.0,checkpoint,primary,53,-7322.792938244791,0.0019580968245202605,9.526223645291942e-11,53,0
1.0,checkpoint,primary,54,-7338.242643036776,0.0018716648074415289,9.447494817217025e-11,54,0
1.0,checkpoint,primary,55,-7352.772065253643,0.0017345290362159225,9.366901237840197e-11,55,0
1.0,checkpoint,primary,56,-7366.42340037193,0.0015579918666255533,9.286045876937009e-11,56,0
1.0,checkpoint,primary,57,-7379.208161572554,0.0013318427496167616,9.204721451812509e-11,57,0
1.0,checkpoint,primary,58,-7390.6556078395815,0.0010852162480414632,9.124788500158207e-11,58,0
1.0,checkpoint,primary,59,-7400.325696167329,0.0008566010290484669,9.049555213903836e-11,59,0
1.0,checkpoint,primary,60,-7408.665685552285,0.0006859055095312343,8.980370030860827e-11,60,0
1.0,checkpoint,primary,61,-7415.8268683869155,0.000535653604610234,8.918121527839683e-11,61,0
1.0,checkpoint,primary,62,-7422.313634685153,0.000457485797080777,8.862768747891201e-11,62,0
1.0,checkpoint,primary,63,-7428.09015970207,0.0004673205003105021,8.813590412889689e-11,63,0
1.0,checkpoint,primary,64,-7433.454219863943,0.0004757157884936624,8.770221899658197e-11,64,0
1.0,checkpoint,primary,65,-7438.651708571514,0.0004873699773016342,8.731426970596468e-11,65,0
1.0,checkpoint,primary,66,-7443.657719349108,0.000505374277997467,8.696618150806685e-11,66,0
1.0,checkpoint,primary,67,-7448.610615246189,0.0005324880322054555,8.665402308599314e-11,67,0
1.0,checkpoint,primary,68,-7453.709363018911,0.0005712434027333594,8.637078602384535e-11,68,0
1.0,checkpoint,primary,69,-7459.07647309639,0.0006184308312620136,8.610860821395148e-11,69,0
1.0,checkpoint,primary,70,-7464.660191065896,0.0006659532090701653,8.586006576430971e-11,70,0
1.0,checkpoint,primary,71,-7470.343013759264,0.0007200155800897519,8.562162742774523e-11,71,0
1.0,checkpoint,primary,72,-7476.037468084407,0.0007689051506257833,8.539332704945492e-11,72,0
1.0,checkpoint,primary,73,-7481.537620841476,0.0007708483586486513,8.518089980388575e-11,73,0
1.0,checkpoint,primary,74,-7486.806316577744,0.0007442848165100491,8.49893793795185e-11,74,0
1.0,checkpoint,primary,75,-7492.022114119991,0.0007328796435508167,8.48140713479652e-11,75,0
1.0,checkpoint,primary,76,-7497.391012033842,0.0007560841965133164,8.464755183449118e-11,76,0
1.0,checkpoint,primary,77,-7503.0958664747495,0.0008056888377833178,8.448129528447855e-11,77,0
1.0,checkpoint,primary,78,-7509.118366424617,0.0008454385997408153,8.4308477670676e-11,78,0
1.0,checkpoint,primary,79,-7515.48875866256,0.0008715844782140537,8.412590643630572e-11,79,0
1.0,checkpoint,primary,80,-7521.994313573729,0.0008421675517017073,8.392917291694764e-11,80,0
1.0,checkpoint,primary,81,-7528.210277203561,0.0007511960622717447,8.372580856436288e-11,81,0
1.0,checkpoint,primary,82,-7534.194455814832,0.0006904773979825984,8.352373346114983e-11,82,0
1.0,checkpoint,primary,83,-7540.0742616586795,0.0006994734641084231,8.33240007914143e-11,83,0
1.0,checkpoint,primary,84,-7545.812771398885,0.0007080235940623137,8.312702223029158e-11,84,0
1.0,checkpoint,primary,85,-7551.143144310704,0.0007207205595819394,8.29350299450637e-11,85,0
1.0,checkpoint,primary,86,-7556.182385996771,0.0007374476516558229,8.2751775697769e-11,86,0
1.0,checkpoint,primary,87,-7561.063051552244,0.0007549602489595337,8.257447003370738e-11,87,0
1.0,checkpoint,primary,88,-7565.681511202625,0.0007728867151554283,8.240430707692717e-11,88,0
1.0,checkpoint,primary,89,-7570.188804184664,0.000795642376224401,8.224479933913166e-11,89,0
1.0,checkpoint,primary,90,-7574.799972535455,0.0008282837019100212,8.209426227061209e-11,90,0
1.0,checkpoint,primary,91,-7579.6552930622975,0.0008736368652089368,8.194892542986457e-11,91,0
1.0,checkpoint,primary,92,-7584.784314825098,0.0009335685031265522,8.18065769084669e-11,92,0
1.0,checkpoint,primary,93,-7590.180255773158,0.0010105343396330858,8.166854135653306e-11,93,0
1.0,checkpoint,primary,94,-7595.912519238198,0.001105326310042598,8.153620307070366e-11,94,0
1.0,checkpoint,primary,95,-7602.072397060234,0.0012134991487150835,8.140843869568178e-11,95,0
1.0,checkpoint,primary,96,-7608.689432056677,0.0013287649636078752,8.128424799055095e-11,96,0
1.0,checkpoint,primary,97,-7615.764585696706,0.0014515586585216935,8.116488784756675e-11,97,0
1.0,checkpoint,primary,98,-7623.358951413715,0.001584815761265382,8.105114546651372e-11,98,0
1.0,checkpoint,primary,99,-7631.510538388697,0.0017208485806015283,8.094171406535625e-11,99,0
1.0,checkpoint,primary,100,-7640.143570016691,0.001849689413062714,8.083655910110147e-11,100,0
1.0,constrained-ls,primary,0,-947.6974741869542,0.2990055218304027,1.63278770175734e-07,0,0
1.0,constrained-ls,primary,1,-1445.4808306387815,0.20900558875204905,5.030143079832973e-08,1,0
1.0,constrained-ls,primary,2,-1923.3307298250484,0.15574610204398093,2.11479168855692e-08,2,0
1.0,constrained-ls,primary,3,-2400.19489145186,0.12162619465432545,1.0419763885590912e-08,3,0
1.0,constrained-ls,primary,4,-2878.218969232607,0.09713701647069745,5.673069013073975e-09,4,0
1.0,constrained-ls,primary,5,-3349.655133426521,0.07825368400903138,3.3318608624683465e-09,5,0
1.0,constrained-ls,primary,6,-3802.32324692625,0.06326963334412344,2.0872197602243483e-09,6,0
1.0,constrained-ls,primary,7,-4220.964246916356,0.05123436561975819,1.3863181326705416e-09,7,0
1.0,constrained-ls,primary,8,-4592.031150884017,0.04131340962816432,9.71631946657135e-10,8,0
1.0,constrained-ls,primary,9,-4906.320536240016,0.032931860386390954,7.161973273714074e-10,9,0
1.0,constrained-ls,primary,10,-5162.809877087391,0.025930242401009218,5.536501473180193e-10,10,0
1.0,constrained-ls,primary,11,-5367.315615015548,0.020195001994656736,4.4709433659881866e-10,11,0
1.0,constrained-ls,primary,12,-5529.268210774387,0.015604925309385398,3.753238427091736e-10,12,0
1.0,constrained-ls,primary,13,-5659.323224342741,0.0120044491814143,3.257328387888284e-10,13,0
1.0,constrained-ls,primary,14,-5769.32553544417,0.009289304870787052,2.904936709732247e-10,14,0
1.0,constrained-ls,primary,15,-5867.624642044745,0.007301232830832838,2.6461657436218037e-10,15,0
1.0,constrained-ls,primary,16,-5958.445651349166,0.005914143175742181,2.44965214568704e-10,16,0
1.0,constrained-ls,primary,17,-6044.0187562296605,0.0050115598825346,2.294273566076005e-10,17,0
1.0,constrained-ls,primary,18,-6125.089531832065,0.004431076317346794,2.1657737236326404e-10,18,0
1.0,constrained-ls,primary,19,-6201.997173191144,0.004051107780907948,2.0554610628313862e-10,19,0
1.0,constrained-ls,primary,20,-6275.6343557009295,0.003823818780345545,1.957788164293202e-10,20,0
1.0,constrained-ls,primary,21,-6345.806729186988,0.0036446933561479766,1.8690066529554766e-10,21,0
1.0,constrained-ls,primary,22,-6411.319814893625,0.0034718678962613603,1.7880459813989185e-10,22,0
1.0,constrained-ls,primary,23,-6471.953852584927,0.0032948504877347573,1.7141738720832307e-10,23,0
1.0,constrained-ls,primary,24,-6528.045199602565,0.003104335818826298,1.6468277647331023e-10,24,0
1.0,constrained-ls,primary,25,-6579.9249747402855,0.0028954939140951597,1.585665624099447e-10,25,0
1.0,constrained-ls,primary,26,-6628.288197917521,0.002695580493978389,1.5303329189538313e-10,26,0
1.0,constrained-ls,primary,27,-6673.543168751852,0.0025116311294251514,1.480202170109202e-10,27,0
1.0,constrained-ls,primary,28,-6715.464185331746,0.002616698019023015,1.434765026171931e-10,28,0
1.0,constrained-ls,primary,29,-6755.512744284678,0.0028131578479966475,1.393441956860799e-10,29,0
1.0,constrained-ls,primary,30,-6793.209659030106,0.002940358079533508,1.3554078359241212e-10,30,0
1.0,constrained-ls,primary,31,-6828.790974798672,0.00295320073657095,1.3205454096678875e-10,31,0
1.0,constrained-ls,primary,32,-6862.247791070793,0.0028603505894758702,1.2883865020643885e-10,32,0
1.0,constrained-ls,primary,33,-6892.834612113127,0.0026873558491255587,1.258867238367676e-10,33,0
1.0,constrained-ls,primary,34,-6921.607109597015,0.002447893477937079,1.2317104221993005e-10,34,0
1.0,constrained-ls,primary,35,-6948.7174360997815,0.0021606923927016456,1.2064735819425277e-10,35,0
1.0,constrained-ls,primary,36,-6974.4860720938805,0.0018555543875244675,1.1831265395543797e-10,36,0
1.0,constrained-ls,primary,37,-6998.637906293214,0.0015629639752962469,1.1618022259145089e-10,37,0
1.0,constrained-ls,primary,38,-7020.871539987346,0.0013008149841773535,1.1425744344567667e-10,38,0
1.0,constrained-ls,primary,39,-7042.463385079925,0.00124536494103594,1.1252515636861116e-10,39,0
1.0,constrained-ls,primary,40,-7064.261094210475,0.0013794360562492199,1.1092534704158925e-10,40,0
1.0,constrained-ls,primary,41,-7085.865007704577,0.0014608088449602015,1.0943809104587226e-10,41,0
1.0,constrained-ls,primary,42,-7107.228321154879,0.0014563815698549031,1.0805468936030076e-10,42,0
1.0,constrained-ls,primary,43,-7127.840584859859,0.0013640597916586847,1.0675931107048953e-10,43,0
1.0,constrained-ls,primary,44,-7147.974760532257,0.0012802206099896557,1.0553611250184581e-10,44,0
1.0,constrained-ls,primary,45,-7167.333175050245,0.0013992164050575593,1.0435005360983438e-10,45,0
1.0,constrained-ls,primary,46,-7186.508745097735,0.001547417476626062,1.0319720561069535e-10,46,0
1.0,constrained-ls,primary,47,-7205.039856921126,0.0017015133330421674,1.0209270224169467e-10,47,0
1.0,constrained-ls,primary,48,-7224.003870697805,0.0018529719127837216,1.0101597920246364e-10,48,0
1.0,constrained-ls,primary,49,-7243.192222969836,0.0019318751159974757,9.996157117573572e-11,49,0
1.0,constrained-ls,primary,50,-7261.014704954301,0.0018927229440960178,9.894588039339065e-11,50,0
1.0,constrained-ls,primary,51,-7279.135726008236,0.0018040655949197856,9.794198720033051e-11,51,0
1.0,constrained-ls,primary,52,-7296.125224932936,0.001640739001023072,9.692847153708443e-11,52,0
1.0,constrained-ls,primary,53,-7312.770520345076,0.0014303690196167521,9.590493066452647e-11,53,0
