state_id,serial_id,prediction,metric,n,bias,rmse,p99,max
baseline-best-28,142,analytic,total,200,-0.001064921970779923,0.04876391556882653,0.17692822324589585,0.22747254327580269
baseline-best-28,142,matched,estimation,200,0.0017317336248838593,0.0022656905873374255,0.005274750355072744,0.005536810693015315
baseline-best-28,142,matched,operator,200,0.0,0.0,0.0,0.0
baseline-best-28,142,matched,total,200,0.0017317336248838593,0.0022656905873374255,0.005274750355072744,0.005536810693015315
baseline-best-28,143,analytic,estimation,200,-0.00216982446815098,0.0023633838848011023,0.004045098568025041,0.004089954885674124
baseline-best-28,143,analytic,operator,200,-0.0009486024843037077,0.0417422206005152,0.17020377314815238,0.2106674821015294
baseline-best-28,143,analytic,total,200,-0.003118426952454688,0.042005207098318995,0.16795383089342086,0.2099119631377389
baseline-best-28,143,matched,estimation,200,-0.0021743363641126266,0.002361535571308951,0.004009644071402918,0.004099185421497176
baseline-best-28,143,matched,operator,200,0.0,0.0,0.0,0.0
baseline-best-28,143,matched,total,200,-0.0021743363641126266,0.002361535571308951,0.004009644071402918,0.004099185421497176
baseline-best-28,144,analytic,estimation,200,0.0014981075733420423,0.0016326895710614784,0.0033920553455861757,0.0034990452052791055
baseline-best-28,144,analytic,operator,200,-0.005391682538210224,0.027455129930761362,0.11832709146270559,0.14491139281078072
baseline-best-28,144,analytic,total,200,-0.003893574964868181,0.02733665373410787,0.12056794731523302,0.14399703559834098
baseline-best-28,144,matched,estimation,200,0.001519395197987428,0.0016475757589737706,0.0033920003389479314,0.0035085117967584845
baseline-best-28,144,matched,operator,200,0.0,0.0,0.0,0.0
baseline-best-28,144,matched,total,200,0.001519395197987428,0.0016475757589737706,0.0033920003389479314,0.0035085117967584845
baseline-best-28,145,analytic,estimation,200,-2.2274384779216397e-05,0.0008518816761112028,0.0026654869011881743,0.0028186408958861264
baseline-best-28,145,analytic,operator,200,0.0006825297891986333,0.04874148384530249,0.19883515568807078,0.24292975865229086
baseline-best-28,145,analytic,total,200,0.0006602554044194167,0.04884887024493542,0.20007043193993176,0.2432660788834903
baseline-best-28,145,matched,estimation,200,-1.152526595430733e-05,0.0008286282588383499,0.0026759448950255393,0.002820487004872918
baseline-best-28,145,matched,operator,200,0.0,0.0,0.0,0.0
baseline-best-28,145,matched,total,200,-1.152526595430733e-05,0.0008286282588383499,0.0026759448950255393,0.002820487004872918
baseline-best-28,146,analytic,estimation,200,-0.000189018590615102,0.00031472163901932493,0.000941979384420949,0.0011634312340501884
baseline-best-28,146,analytic,operator,200,0.00387257246851516,0.03396311568479128,0.13397422064944162,0.1808544153663199
baseline-best-28,146,analytic,total,200,0.003683553877900058,0.03397177589512106,0.13397422064944162,0.1808544153663199
baseline-best-28,146,matched,estimation,200,-0.00018987707512761726,0.00030564491395270203,0.0008533925676600107,0.0010292792839270946
baseline-best-28,146,matched,operator,200,0.0,0.0,0.0,0.0
baseline-best-28,146,matched,total,200,-0.00018987707512761726,0.00030564491395270203,0.0008533925676600107,0.0010292792839270946
baseline-best-28,147,analytic,estimation,200,0.0003430763101848986,0.0005558212977977838,0.0017958559858534673,0.0019108640170804603
