effective_n,effective_fraction,maximum_row_share,top_one_percent_share,underflow_count,owner,alpha,rows,variance,scale_equation,denominator,denominator_margin,log_prefactor,scaled_prefactor,linear_weight_share,seed,serial_id
40841.57520333582,0.6238783942829008,2.7074142573915604e-05,0.017733539709597377,1391,74,0.6,65464,1.586939196567141e-08,0.0006152362046669136,17527.922491850775,0.267749029876738,7.051956579272082,5.0394310514597576e-08,6.28462514244587e-08,checkpoint,75
44968.00851812211,0.6870799492440122,2.3938103425088023e-05,0.015679443353795612,1245,75,0.30000000000000004,65448,3.001246296199868e-09,-0.000501635604910503,28527.859259296543,0.4358858828275355,6.341581444760938,2.4766777733608745e-08,3.493271576047464e-08,checkpoint,76
47988.41603613434,0.7331288637752164,2.342514499442888e-05,0.015343466434993002,384,76,0.6,65457,9.091881264698036e-08,-8.294448960999276e-05,23283.556804447337,0.35570766769707346,4.7828163790013845,5.210824422962469e-09,7.510636349550094e-09,checkpoint,77
55448.44970866511,0.8457148695727092,1.9572650369585337e-05,0.012839657864298111,24,77,0.30000000000000004,65564,8.001245461731026e-08,-0.0014502404155755577,37821.6782120376,0.576866545848905,2.5641827427180455,5.667168093321145e-10,9.77617660973211e-10,checkpoint,78
31913.33238523437,0.48725620473363823,3.410029358633549e-05,0.022334384140468694,17240,78,1.0,65496,4.9680598786983434e-11,-0.0026208874042160657,6168.927848005566,0.09418785647987002,19.148610255142536,0.009034236357499933,0.008945114685084627,checkpoint,79
36031.46652798291,0.5508135217913768,3.055919844698229e-05,0.02001615525837341,5987,79,0.7,65415,2.972752119001041e-09,-0.001523742672397397,12064.718244646363,0.18443351287390297,10.180500289104387,1.151040956992396e-06,1.2717489885194735e-06,checkpoint,80
60290.86468573879,0.9215545708044386,1.7152327846854453e-05,0.011234774681652784,0,80,0.1,65423,8.486026097872185e-07,0.0020012266423380075,52630.36233753574,0.8044626864793076,-1.5305182402776503,9.44191426134831e-12,1.8586155478656925e-11,checkpoint,81
35657.89739979142,0.5449694701256502,3.132464015673949e-05,0.02051703543830794,9234,81,1.0,65431,2.989261810884631e-09,-0.0004905142544782137,8790.39869993039,0.13434608518791386,13.00385228572134,1.9375680739364628e-05,2.088447015746895e-05,checkpoint,82
43095.77640722395,0.6584232412146724,2.584490415010146e-05,0.01692813382774225,6317,82,0.5,65453,1.1850931460357177e-09,-0.0010039908118917307,20878.296779649274,0.31898151008585207,9.424749831797207,5.40595621575506e-07,7.062365347674042e-07,checkpoint,83
37597.11004355456,0.5745806468128887,2.998392973857895e-05,0.01963910586529748,11479,83,0.8999999999999999,65434,6.93471154376353e-10,-0.0005555888154640371,10865.024185828785,0.16604554491287074,14.181549580245601,6.29106838668383e-05,7.084161233744999e-05,checkpoint,84
33694.23643889279,0.5148088073169257,3.2331563131710716e-05,0.021176874527991947,13211,84,0.5,65450,6.90039315751802e-10,-0.0013902034434369326,13116.294653620835,0.2004017517741915,10.100830766527109,1.0628959278311786e-06,1.1099837574557029e-06,checkpoint,85
37259.189082856006,0.5694598585161932,2.9592860283715562e-05,0.019383003447962104,14005,85,0.5,65429,3.2285250266448704e-10,-0.0011190695267754291,15984.416357704653,0.24430170654762648,11.05059292923836,2.747686687368725e-06,3.134966095880376e-06,checkpoint,86
36021.17293657274,0.5500423426669426,3.081305964824658e-05,0.020181540174462637,15616,86,0.7,65488,2.1018498323151548e-10,-0.0007201777788547338,11772.064394548073,0.17975910692872088,13.755879785251237,4.1101565429548836e-05,4.503769141085285e-05,checkpoint,87
65463.0,1.0,1.5275804653010098e-05,0.010005652047721613,0,87,0.0,65463,5.535037971413623e-06,6.107150930915837e-16,65463.0,1.0,-4.108792224332625,7.166875965027416e-13,1.5840846107994688e-12,checkpoint,88
