dataset,variant,case,phase,seconds,process_peak_rss_bytes,included_in
zero-signal,guarded-log,first-stage-double,high precision,0,,new endpoint audit
zero-signal,guarded-log,narrower-double,search,0.098981958,1206157312,fit total
zero-signal,guarded-log,narrower-double,endpoint_audit,0.056556917,1206157312,fit total
zero-signal,guarded-log,narrower-double,search reference,0.042780082999999997,1206157312,search; RSS is search-process high-water mark
zero-signal,guarded-log,narrower-double,new endpoint audit,0.939700959,998047744,audit process
zero-signal,guarded-log,narrower-double,high precision,0,,new endpoint audit
zero-signal,guarded-log,wider-double,search,0.116858291,1206157312,fit total
zero-signal,guarded-log,wider-double,endpoint_audit,0.058594916,1206157312,fit total
zero-signal,guarded-log,wider-double,search reference,0.047964916,1206157312,search; RSS is search-process high-water mark
zero-signal,guarded-log,wider-double,new endpoint audit,0.953356083,998047744,audit process
zero-signal,guarded-log,wider-double,high precision,0,,new endpoint audit
zero-signal,guarded-log,mixed-double,search,0.09802875,1206157312,fit total
zero-signal,guarded-log,mixed-double,endpoint_audit,0.055322834,1206157312,fit total
zero-signal,guarded-log,mixed-double,search reference,0.041147167,1206157312,search; RSS is search-process high-water mark
zero-signal,guarded-log,mixed-double,new endpoint audit,0.937847,998047744,audit process
zero-signal,guarded-log,mixed-double,high precision,0,,new endpoint audit
zero-signal,guarded-log,first-stage-float32,search,0.357735083,1206157312,fit total
zero-signal,guarded-log,first-stage-float32,endpoint_audit,0.055941125,1206157312,fit total
zero-signal,guarded-log,first-stage-float32,search reference,0.176790915,1206157312,search; RSS is search-process high-water mark
zero-signal,guarded-log,first-stage-float32,new endpoint audit,0.910653708,998047744,audit process
zero-signal,guarded-log,first-stage-float32,high precision,0,,new endpoint audit
zero-signal,guarded-log,narrower-float32,search,0.349005,1206157312,fit total
zero-signal,guarded-log,narrower-float32,endpoint_audit,0.056419208,1206157312,fit total
zero-signal,guarded-log,narrower-float32,search reference,0.17102967000000002,1206157312,search; RSS is search-process high-water mark
zero-signal,guarded-log,narrower-float32,new endpoint audit,0.918684875,998047744,audit process
zero-signal,guarded-log,narrower-float32,high precision,0,,new endpoint audit
zero-signal,guarded-log,wider-float32,search,0.441902167,1206157312,fit total
zero-signal,guarded-log,wider-float32,endpoint_audit,0.056521417,1206157312,fit total
zero-signal,guarded-log,wider-float32,search reference,0.21943537500000002,1206157312,search; RSS is search-process high-water mark
zero-signal,guarded-log,wider-float32,new endpoint audit,0.907435083,998047744,audit process
zero-signal,guarded-log,wider-float32,high precision,0,,new endpoint audit
zero-signal,guarded-log,mixed-float32,search,0.394459667,1206157312,fit total
zero-signal,guarded-log,mixed-float32,endpoint_audit,0.056297083,1206157312,fit total
zero-signal,guarded-log,mixed-float32,search reference,0.19375708,1206157312,search; RSS is search-process high-water mark
zero-signal,guarded-log,mixed-float32,new endpoint audit,0.907268333,998047744,audit process
zero-signal,guarded-log,mixed-float32,high precision,0,,new endpoint audit
near-0.10,legacy,first-stage-double,search,0.092772375,1206157312,fit total
near-0.10,legacy,first-stage-double,endpoint_audit,0.057400791,1206157312,fit total
near-0.10,legacy,first-stage-double,search reference,0.04136987599999999,1206157312,search; RSS is search-process high-water mark
near-0.10,legacy,first-stage-double,new endpoint audit,0.02127625,998047744,audit process
near-0.10,legacy,first-stage-double,high precision,0,,new endpoint audit
near-0.10,legacy,narrower-double,search,0.165609875,1206157312,fit total
near-0.10,legacy,narrower-double,endpoint_audit,0.055172041,1206157312,fit total
near-0.10,legacy,narrower-double,search reference,0.07080037500000001,1206157312,search; RSS is search-process high-water mark
near-0.10,legacy,narrower-double,new endpoint audit,0.015548416,998047744,audit process
near-0.10,legacy,narrower-double,high precision,0,,new endpoint audit
near-0.10,legacy,wider-double,search,0.134387917,1206157312,fit total
near-0.10,legacy,wider-double,endpoint_audit,0.056532042,1206157312,fit total
near-0.10,legacy,wider-double,search reference,0.058199165000000004,1206157312,search; RSS is search-process high-water mark
near-0.10,legacy,wider-double,new endpoint audit,0.016220541,998047744,audit process
near-0.10,legacy,wider-double,high precision,0,,new endpoint audit
near-0.10,legacy,mixed-double,search,0.1328095,1206157312,fit total
near-0.10,legacy,mixed-double,endpoint_audit,0.056724333,1206157312,fit total
near-0.10,legacy,mixed-double,search reference,0.058103502,1206157312,search; RSS is search-process high-water mark
near-0.10,legacy,mixed-double,new endpoint audit,0.020502458,998047744,audit process
near-0.10,legacy,mixed-double,high precision,0,,new endpoint audit
near-0.10,legacy,first-stage-float32,search,0.092504583,1206157312,fit total
near-0.10,legacy,first-stage-float32,endpoint_audit,0.057400916,1206157312,fit total
near-0.10,legacy,first-stage-float32,search reference,0.040990916,1206157312,search; RSS is search-process high-water mark
near-0.10,legacy,first-stage-float32,new endpoint audit,0.025181167,998047744,audit process
near-0.10,legacy,first-stage-float32,high precision,0,,new endpoint audit
near-0.10,legacy,narrower-float32,search,0.165909125,1206157312,fit total
near-0.10,legacy,narrower-float32,endpoint_audit,0.055463917,1206157312,fit total
near-0.10,legacy,narrower-float32,search reference,0.071120165,1206157312,search; RSS is search-process high-water mark
near-0.10,legacy,narrower-float32,new endpoint audit,0.015793708,998047744,audit process
near-0.10,legacy,narrower-float32,high precision,0,,new endpoint audit
near-0.10,legacy,wider-float32,search,0.134978542,1206157312,fit total
near-0.10,legacy,wider-float32,endpoint_audit,0.077494791,1206157312,fit total
near-0.10,legacy,wider-float32,search reference,0.058102416999999996,1206157312,search; RSS is search-process high-water mark
near-0.10,legacy,wider-float32,new endpoint audit,0.016388292,998047744,audit process
near-0.10,legacy,wider-float32,high precision,0,,new endpoint audit
near-0.10,legacy,mixed-float32,search,0.134749417,1206157312,fit total
near-0.10,legacy,mixed-float32,endpoint_audit,0.0558945,1206157312,fit total
near-0.10,legacy,mixed-float32,search reference,0.058614251,1206157312,search; RSS is search-process high-water mark
near-0.10,legacy,mixed-float32,new endpoint audit,0.021038,998047744,audit process
near-0.10,legacy,mixed-float32,high precision,0,,new endpoint audit
near-0.10,guarded,first-stage-double,search,0.092550709,1206157312,fit total
near-0.10,guarded,first-stage-double,endpoint_audit,0.055341416,1206157312,fit total
near-0.10,guarded,first-stage-double,search reference,0.041310747999999994,1206157312,search; RSS is search-process high-water mark
near-0.10,guarded,first-stage-double,new endpoint audit,0,998047744,audit process
near-0.10,guarded,first-stage-double,high precision,0,,new endpoint audit
near-0.10,guarded,narrower-double,search,0.167495792,1206157312,fit total
near-0.10,guarded,narrower-double,endpoint_audit,0.055445208,1206157312,fit total
near-0.10,guarded,narrower-double,search reference,0.07178870700000001,1206157312,search; RSS is search-process high-water mark
near-0.10,guarded,narrower-double,new endpoint audit,0,998047744,audit process
near-0.10,guarded,narrower-double,high precision,0,,new endpoint audit
near-0.10,guarded,wider-double,search,0.134265667,1206157312,fit total
near-0.10,guarded,wider-double,endpoint_audit,0.055304292,1206157312,fit total
near-0.10,guarded,wider-double,search reference,0.058068457999999996,1206157312,search; RSS is search-process high-water mark
near-0.10,guarded,wider-double,new endpoint audit,0,998047744,audit process
near-0.10,guarded,wider-double,high precision,0,,new endpoint audit
near-0.10,guarded,mixed-double,search,0.133474458,1206157312,fit total
near-0.10,guarded,mixed-double,endpoint_audit,0.055038166,1206157312,fit total
near-0.10,guarded,mixed-double,search reference,0.058390333,1206157312,search; RSS is search-process high-water mark
near-0.10,guarded,mixed-double,new endpoint audit,0,998047744,audit process
near-0.10,guarded,mixed-double,high precision,0,,new endpoint audit
near-0.10,guarded,first-stage-float32,search,0.092647667,1206157312,fit total
near-0.10,guarded,first-stage-float32,endpoint_audit,0.055866,1206157312,fit total
near-0.10,guarded,first-stage-float32,search reference,0.041035248,1206157312,search; RSS is search-process high-water mark
near-0.10,guarded,first-stage-float32,new endpoint audit,0,998047744,audit process
near-0.10,guarded,first-stage-float32,high precision,0,,new endpoint audit
near-0.10,guarded,narrower-float32,search,0.164400542,1206157312,fit total
near-0.10,guarded,narrower-float32,endpoint_audit,0.056072417,1206157312,fit total
near-0.10,guarded,narrower-float32,search reference,0.070700627,1206157312,search; RSS is search-process high-water mark
near-0.10,guarded,narrower-float32,new endpoint audit,0,998047744,audit process
near-0.10,guarded,narrower-float32,high precision,0,,new endpoint audit
near-0.10,guarded,wider-float32,search,0.135423542,1206157312,fit total
near-0.10,guarded,wider-float32,endpoint_audit,0.055241125,1206157312,fit total
near-0.10,guarded,wider-float32,search reference,0.058606625999999995,1206157312,search; RSS is search-process high-water mark
near-0.10,guarded,wider-float32,new endpoint audit,0,998047744,audit process
near-0.10,guarded,wider-float32,high precision,0,,new endpoint audit
near-0.10,guarded,mixed-float32,search,0.133828792,1206157312,fit total
near-0.10,guarded,mixed-float32,endpoint_audit,0.055586084,1206157312,fit total
near-0.10,guarded,mixed-float32,search reference,0.05836925199999999,1206157312,search; RSS is search-process high-water mark
near-0.10,guarded,mixed-float32,new endpoint audit,0,998047744,audit process
near-0.10,guarded,mixed-float32,high precision,0,,new endpoint audit
near-0.10,guarded-log,first-stage-double,search,0.09203375,1206157312,fit total
near-0.10,guarded-log,first-stage-double,endpoint_audit,0.057295125,1206157312,fit total
near-0.10,guarded-log,first-stage-double,search reference,0.040732418000000006,1206157312,search; RSS is search-process high-water mark
near-0.10,guarded-log,first-stage-double,new endpoint audit,0,998047744,audit process
near-0.10,guarded-log,first-stage-double,high precision,0,,new endpoint audit
near-0.10,guarded-log,narrower-double,search,0.135792791,1206157312,fit total
near-0.10,guarded-log,narrower-double,endpoint_audit,0.055290583,1206157312,fit total
near-0.10,guarded-log,narrower-double,search reference,0.058811084000000007,1206157312,search; RSS is search-process high-water mark
near-0.10,guarded-log,narrower-double,new endpoint audit,0.016654958,998047744,audit process
near-0.10,guarded-log,narrower-double,high precision,0,,new endpoint audit
near-0.10,guarded-log,wider-double,search,0.166171167,1206157312,fit total
near-0.10,guarded-log,wider-double,endpoint_audit,0.056142541,1206157312,fit total
near-0.10,guarded-log,wider-double,search reference,0.07000441700000001,1206157312,search; RSS is search-process high-water mark
near-0.10,guarded-log,wider-double,new endpoint audit,0.014591,998047744,audit process
near-0.10,guarded-log,wider-double,high precision,0,,new endpoint audit
near-0.10,guarded-log,mixed-double,search,0.134730375,1206157312,fit total
near-0.10,guarded-log,mixed-double,endpoint_audit,0.055380542,1206157312,fit total
near-0.10,guarded-log,mixed-double,search reference,0.058842501000000005,1206157312,search; RSS is search-process high-water mark
near-0.10,guarded-log,mixed-double,new endpoint audit,0.016210334,998047744,audit process
near-0.10,guarded-log,mixed-double,high precision,0,,new endpoint audit
near-0.10,guarded-log,first-stage-float32,search,0.092776625,1206157312,fit total
near-0.10,guarded-log,first-stage-float32,endpoint_audit,0.055685,1206157312,fit total
near-0.10,guarded-log,first-stage-float32,search reference,0.040740666999999994,1206157312,search; RSS is search-process high-water mark
near-0.10,guarded-log,first-stage-float32,new endpoint audit,0,998047744,audit process
near-0.10,guarded-log,first-stage-float32,high precision,0,,new endpoint audit
near-0.10,guarded-log,narrower-float32,search,0.134269083,1206157312,fit total
near-0.10,guarded-log,narrower-float32,endpoint_audit,0.055302291,1206157312,fit total
near-0.10,guarded-log,narrower-float32,search reference,0.05815908499999999,1206157312,search; RSS is search-process high-water mark
near-0.10,guarded-log,narrower-float32,new endpoint audit,0.01729725,998047744,audit process
near-0.10,guarded-log,narrower-float32,high precision,0,,new endpoint audit
near-0.10,guarded-log,wider-float32,search,0.167127375,1206157312,fit total
near-0.10,guarded-log,wider-float32,endpoint_audit,0.055306833,1206157312,fit total
near-0.10,guarded-log,wider-float32,search reference,0.070678416,1206157312,search; RSS is search-process high-water mark
near-0.10,guarded-log,wider-float32,new endpoint audit,0.019010958,998047744,audit process
near-0.10,guarded-log,wider-float32,high precision,0,,new endpoint audit
near-0.10,guarded-log,mixed-float32,search,0.13388325,1206157312,fit total
near-0.10,guarded-log,mixed-float32,endpoint_audit,0.055727834,1206157312,fit total
near-0.10,guarded-log,mixed-float32,search reference,0.058923375,1206157312,search; RSS is search-process high-water mark
near-0.10,guarded-log,mixed-float32,new endpoint audit,0.018395167,998047744,audit process
near-0.10,guarded-log,mixed-float32,high precision,0,,new endpoint audit
near-0.02,legacy,first-stage-double,search,0.133652125,1206157312,fit total
near-0.02,legacy,first-stage-double,endpoint_audit,0.058475042,1206157312,fit total
near-0.02,legacy,first-stage-double,search reference,0.05848504300000001,1206157312,search; RSS is search-process high-water mark
near-0.02,legacy,first-stage-double,new endpoint audit,41.264661792,998047744,audit process
near-0.02,legacy,first-stage-double,high precision,39.556825084,998047744,new endpoint audit
near-0.02,legacy,narrower-double,search,0.068036417,1206157312,fit total
near-0.02,legacy,narrower-double,endpoint_audit,0.007553208,1206157312,fit total
near-0.02,legacy,narrower-double,search reference,0.02826946,1206157312,search; RSS is search-process high-water mark
near-0.02,legacy,narrower-double,new endpoint audit,0,,audit process
near-0.02,legacy,narrower-double,high precision,0,,new endpoint audit
near-0.02,legacy,wider-double,search,0.27639525,1206157312,fit total
near-0.02,legacy,wider-double,endpoint_audit,0.055609542,1206157312,fit total
near-0.02,legacy,wider-double,search reference,0.116999832,1206157312,search; RSS is search-process high-water mark
near-0.02,legacy,wider-double,new endpoint audit,38.124401792,998047744,audit process
near-0.02,legacy,wider-double,high precision,36.460555583,998047744,new endpoint audit
near-0.02,legacy,mixed-double,search,0.16020775,1206157312,fit total
near-0.02,legacy,mixed-double,endpoint_audit,0.055695833,1206157312,fit total
near-0.02,legacy,mixed-double,search reference,0.069532125,1206157312,search; RSS is search-process high-water mark
near-0.02,legacy,mixed-double,new endpoint audit,38.041761291,998047744,audit process
near-0.02,legacy,mixed-double,high precision,36.389111791,998047744,new endpoint audit
near-0.02,legacy,first-stage-float32,search,0.133202541,1206157312,fit total
near-0.02,legacy,first-stage-float32,endpoint_audit,0.055347042,1206157312,fit total
near-0.02,legacy,first-stage-float32,search reference,0.057978416,1206157312,search; RSS is search-process high-water mark
near-0.02,legacy,first-stage-float32,new endpoint audit,39.2911065,998047744,audit process
near-0.02,legacy,first-stage-float32,high precision,37.595759791,998047744,new endpoint audit
near-0.02,legacy,narrower-float32,search,0.069083833,1206157312,fit total
near-0.02,legacy,narrower-float32,endpoint_audit,0.007612791,1206157312,fit total
near-0.02,legacy,narrower-float32,search reference,0.028916165,1206157312,search; RSS is search-process high-water mark
near-0.02,legacy,narrower-float32,new endpoint audit,0,,audit process
near-0.02,legacy,narrower-float32,high precision,0,,new endpoint audit
near-0.02,legacy,wider-float32,search,0.27560025,1206157312,fit total
near-0.02,legacy,wider-float32,endpoint_audit,0.055758166,1206157312,fit total
near-0.02,legacy,wider-float32,search reference,0.11716566799999999,1206157312,search; RSS is search-process high-water mark
near-0.02,legacy,wider-float32,new endpoint audit,37.688818958,998047744,audit process
near-0.02,legacy,wider-float32,high precision,36.084595958,998047744,new endpoint audit
near-0.02,legacy,mixed-float32,search,0.161612083,1206157312,fit total
near-0.02,legacy,mixed-float32,endpoint_audit,0.055592958,1206157312,fit total
near-0.02,legacy,mixed-float32,search reference,0.07098391700000001,1206157312,search; RSS is search-process high-water mark
near-0.02,legacy,mixed-float32,new endpoint audit,38.408473,998047744,audit process
near-0.02,legacy,mixed-float32,high precision,36.85457375,998047744,new endpoint audit
near-0.02,guarded,first-stage-double,search,0.132972209,1206157312,fit total
near-0.02,guarded,first-stage-double,endpoint_audit,0.057545833,1206157312,fit total
near-0.02,guarded,first-stage-double,search reference,0.058203167,1206157312,search; RSS is search-process high-water mark
near-0.02,guarded,first-stage-double,new endpoint audit,0,998047744,audit process
near-0.02,guarded,first-stage-double,high precision,0,998047744,new endpoint audit
near-0.02,guarded,narrower-double,search,0.248477584,1206157312,fit total
near-0.02,guarded,narrower-double,endpoint_audit,0.055178334,1206157312,fit total
near-0.02,guarded,narrower-double,search reference,0.10569571000000001,1206157312,search; RSS is search-process high-water mark
near-0.02,guarded,narrower-double,new endpoint audit,38.013236125,998047744,audit process
near-0.02,guarded,narrower-double,high precision,36.440012917,998047744,new endpoint audit
near-0.02,guarded,wider-double,search,0.277193417,1206157312,fit total
near-0.02,guarded,wider-double,endpoint_audit,0.055653292,1206157312,fit total
near-0.02,guarded,wider-double,search reference,0.117568123,1206157312,search; RSS is search-process high-water mark
near-0.02,guarded,wider-double,new endpoint audit,0,998047744,audit process
near-0.02,guarded,wider-double,high precision,0,998047744,new endpoint audit
near-0.02,guarded,mixed-double,search,0.160519375,1206157312,fit total
near-0.02,guarded,mixed-double,endpoint_audit,0.055505333,1206157312,fit total
near-0.02,guarded,mixed-double,search reference,0.070016708,1206157312,search; RSS is search-process high-water mark
near-0.02,guarded,mixed-double,new endpoint audit,0,998047744,audit process
near-0.02,guarded,mixed-double,high precision,0,998047744,new endpoint audit
near-0.02,guarded,first-stage-float32,search,0.133544708,1206157312,fit total
near-0.02,guarded,first-stage-float32,endpoint_audit,0.055212959,1206157312,fit total
near-0.02,guarded,first-stage-float32,search reference,0.058317709999999995,1206157312,search; RSS is search-process high-water mark
near-0.02,guarded,first-stage-float32,new endpoint audit,0,998047744,audit process
near-0.02,guarded,first-stage-float32,high precision,0,998047744,new endpoint audit
near-0.02,guarded,narrower-float32,search,0.241239458,1206157312,fit total
near-0.02,guarded,narrower-float32,endpoint_audit,0.055459959,1206157312,fit total
near-0.02,guarded,narrower-float32,search reference,0.10538362600000001,1206157312,search; RSS is search-process high-water mark
near-0.02,guarded,narrower-float32,new endpoint audit,38.361352709,998047744,audit process
near-0.02,guarded,narrower-float32,high precision,36.519565917,998047744,new endpoint audit
near-0.02,guarded,wider-float32,search,0.287826791,1206157312,fit total
near-0.02,guarded,wider-float32,endpoint_audit,0.055625375,1206157312,fit total
near-0.02,guarded,wider-float32,search reference,0.12296383099999998,1206157312,search; RSS is search-process high-water mark
near-0.02,guarded,wider-float32,new endpoint audit,0,998047744,audit process
near-0.02,guarded,wider-float32,high precision,0,998047744,new endpoint audit
near-0.02,guarded,mixed-float32,search,0.160024041,1206157312,fit total
near-0.02,guarded,mixed-float32,endpoint_audit,0.055254166,1206157312,fit total
near-0.02,guarded,mixed-float32,search reference,0.069767167,1206157312,search; RSS is search-process high-water mark
near-0.02,guarded,mixed-float32,new endpoint audit,0,998047744,audit process
near-0.02,guarded,mixed-float32,high precision,0,998047744,new endpoint audit
near-0.02,guarded-log,first-stage-double,search,0.133771167,1206157312,fit total
near-0.02,guarded-log,first-stage-double,endpoint_audit,0.055378584,1206157312,fit total
near-0.02,guarded-log,first-stage-double,search reference,0.058695917,1206157312,search; RSS is search-process high-water mark
near-0.02,guarded-log,first-stage-double,new endpoint audit,0,998047744,audit process
near-0.02,guarded-log,first-stage-double,high precision,0,998047744,new endpoint audit
near-0.02,guarded-log,narrower-double,search,0.228005917,1206157312,fit total
near-0.02,guarded-log,narrower-double,endpoint_audit,0.055108041,1206157312,fit total
near-0.02,guarded-log,narrower-double,search reference,0.09979279099999996,1206157312,search; RSS is search-process high-water mark
near-0.02,guarded-log,narrower-double,new endpoint audit,38.248085084,998047744,audit process
near-0.02,guarded-log,narrower-double,high precision,36.543274291,998047744,new endpoint audit
near-0.02,guarded-log,wider-double,search,0.194515834,1206157312,fit total
near-0.02,guarded-log,wider-double,endpoint_audit,0.146559708,1206157312,fit total
near-0.02,guarded-log,wider-double,search reference,0.08263329300000001,1206157312,search; RSS is search-process high-water mark
near-0.02,guarded-log,wider-double,new endpoint audit,27.529135833,998047744,audit process
near-0.02,guarded-log,wider-double,high precision,26.384326291,998047744,new endpoint audit
near-0.02,guarded-log,mixed-double,search,0.161435709,1206157312,fit total
near-0.02,guarded-log,mixed-double,endpoint_audit,0.055550375,1206157312,fit total
near-0.02,guarded-log,mixed-double,search reference,0.070375584,1206157312,search; RSS is search-process high-water mark
near-0.02,guarded-log,mixed-double,new endpoint audit,38.326620333,998047744,audit process
near-0.02,guarded-log,mixed-double,high precision,36.793282792,998047744,new endpoint audit
near-0.02,guarded-log,first-stage-float32,search,0.136390083,1206157312,fit total
near-0.02,guarded-log,first-stage-float32,endpoint_audit,0.055834625,1206157312,fit total
near-0.02,guarded-log,first-stage-float32,search reference,0.05953804,1206157312,search; RSS is search-process high-water mark
near-0.02,guarded-log,first-stage-float32,new endpoint audit,0,998047744,audit process
near-0.02,guarded-log,first-stage-float32,high precision,0,998047744,new endpoint audit
near-0.02,guarded-log,narrower-float32,search,0.230266083,1206157312,fit total
near-0.02,guarded-log,narrower-float32,endpoint_audit,0.055541541,1206157312,fit total
near-0.02,guarded-log,narrower-float32,search reference,0.10129225,1206157312,search; RSS is search-process high-water mark
near-0.02,guarded-log,narrower-float32,new endpoint audit,34.799936709,998047744,audit process
near-0.02,guarded-log,narrower-float32,high precision,33.544218458,998047744,new endpoint audit
near-0.02,guarded-log,wider-float32,search,0.1849485,1206157312,fit total
near-0.02,guarded-log,wider-float32,endpoint_audit,0.056239625,1206157312,fit total
near-0.02,guarded-log,wider-float32,search reference,0.08210370600000001,1206157312,search; RSS is search-process high-water mark
near-0.02,guarded-log,wider-float32,new endpoint audit,25.523695042,998047744,audit process
near-0.02,guarded-log,wider-float32,high precision,24.506666792,998047744,new endpoint audit
near-0.02,guarded-log,mixed-float32,search,0.176873583,1206157312,fit total
near-0.02,guarded-log,mixed-float32,endpoint_audit,0.055467375,1206157312,fit total
near-0.02,guarded-log,mixed-float32,search reference,0.07701058300000001,1206157312,search; RSS is search-process high-water mark
near-0.02,guarded-log,mixed-float32,new endpoint audit,38.97370025,998047744,audit process
near-0.02,guarded-log,mixed-float32,high precision,37.297110959,998047744,new endpoint audit
duplicate,legacy,first-stage-double,search,0.004089791,1206157312,fit total
duplicate,legacy,first-stage-double,endpoint_audit,0.007465584,1206157312,fit total
duplicate,legacy,first-stage-double,search reference,0.0,1206157312,search; RSS is search-process high-water mark
duplicate,legacy,first-stage-double,new endpoint audit,0,,audit process
duplicate,legacy,first-stage-double,high precision,0,,new endpoint audit
duplicate,legacy,narrower-double,search,0.004092416,1206157312,fit total
duplicate,legacy,narrower-double,endpoint_audit,0.007639708,1206157312,fit total
duplicate,legacy,narrower-double,search reference,0.0,1206157312,search; RSS is search-process high-water mark
duplicate,legacy,narrower-double,new endpoint audit,0,,audit process
duplicate,legacy,narrower-double,high precision,0,,new endpoint audit
duplicate,legacy,wider-double,search,0.003862666,1206157312,fit total
duplicate,legacy,wider-double,endpoint_audit,0.007433833,1206157312,fit total
duplicate,legacy,wider-double,search reference,0.0,1206157312,search; RSS is search-process high-water mark
duplicate,legacy,wider-double,new endpoint audit,0,,audit process
duplicate,legacy,wider-double,high precision,0,,new endpoint audit
duplicate,legacy,mixed-double,search,0.210767917,1206157312,fit total
duplicate,legacy,mixed-double,endpoint_audit,0.056555917,1206157312,fit total
duplicate,legacy,mixed-double,search reference,0.09692996100000001,1206157312,search; RSS is search-process high-water mark
duplicate,legacy,mixed-double,new endpoint audit,1.855922667,135004160,audit process
duplicate,legacy,mixed-double,high precision,0,,new endpoint audit
duplicate,legacy,first-stage-float32,search,0.003901167,1206157312,fit total
duplicate,legacy,first-stage-float32,endpoint_audit,0.007525,1206157312,fit total
duplicate,legacy,first-stage-float32,search reference,0.0,1206157312,search; RSS is search-process high-water mark
duplicate,legacy,first-stage-float32,new endpoint audit,0,,audit process
duplicate,legacy,first-stage-float32,high precision,0,,new endpoint audit
duplicate,legacy,narrower-float32,search,0.0041005,1206157312,fit total
duplicate,legacy,narrower-float32,endpoint_audit,0.007276917,1206157312,fit total
duplicate,legacy,narrower-float32,search reference,0.0,1206157312,search; RSS is search-process high-water mark
duplicate,legacy,narrower-float32,new endpoint audit,0,,audit process
duplicate,legacy,narrower-float32,high precision,0,,new endpoint audit
duplicate,legacy,wider-float32,search,0.003943625,1206157312,fit total
duplicate,legacy,wider-float32,endpoint_audit,0.0073835,1206157312,fit total
duplicate,legacy,wider-float32,search reference,0.0,1206157312,search; RSS is search-process high-water mark
duplicate,legacy,wider-float32,new endpoint audit,0,,audit process
duplicate,legacy,wider-float32,high precision,0,,new endpoint audit
duplicate,legacy,mixed-float32,search,0.443978833,1206157312,fit total
duplicate,legacy,mixed-float32,endpoint_audit,0.057682917,1206157312,fit total
duplicate,legacy,mixed-float32,search reference,0.19053199899999998,1206157312,search; RSS is search-process high-water mark
duplicate,legacy,mixed-float32,new endpoint audit,2.2650255,135004160,audit process
duplicate,legacy,mixed-float32,high precision,0,,new endpoint audit
duplicate,guarded,first-stage-double,search,0.003995958,1206157312,fit total
duplicate,guarded,first-stage-double,endpoint_audit,0.007166625,1206157312,fit total
duplicate,guarded,first-stage-double,search reference,0.0,1206157312,search; RSS is search-process high-water mark
duplicate,guarded,first-stage-double,new endpoint audit,0,,audit process
duplicate,guarded,first-stage-double,high precision,0,,new endpoint audit
duplicate,guarded,narrower-double,search,0.0040725,1206157312,fit total
duplicate,guarded,narrower-double,endpoint_audit,0.007423333,1206157312,fit total
duplicate,guarded,narrower-double,search reference,0.0,1206157312,search; RSS is search-process high-water mark
duplicate,guarded,narrower-double,new endpoint audit,0,,audit process
duplicate,guarded,narrower-double,high precision,0,,new endpoint audit
duplicate,guarded,wider-double,search,0.003801458,1206157312,fit total
duplicate,guarded,wider-double,endpoint_audit,0.007589292,1206157312,fit total
duplicate,guarded,wider-double,search reference,0.0,1206157312,search; RSS is search-process high-water mark
duplicate,guarded,wider-double,new endpoint audit,0,,audit process
duplicate,guarded,wider-double,high precision,0,,new endpoint audit
duplicate,guarded,mixed-double,search,0.207141542,1206157312,fit total
duplicate,guarded,mixed-double,endpoint_audit,0.058767125,1206157312,fit total
duplicate,guarded,mixed-double,search reference,0.09587729099999999,1206157312,search; RSS is search-process high-water mark
duplicate,guarded,mixed-double,new endpoint audit,0,135004160,audit process
duplicate,guarded,mixed-double,high precision,0,,new endpoint audit
duplicate,guarded,first-stage-float32,search,0.003973833,1206157312,fit total
duplicate,guarded,first-stage-float32,endpoint_audit,0.007465458,1206157312,fit total
duplicate,guarded,first-stage-float32,search reference,0.0,1206157312,search; RSS is search-process high-water mark
duplicate,guarded,first-stage-float32,new endpoint audit,0,,audit process
duplicate,guarded,first-stage-float32,high precision,0,,new endpoint audit
duplicate,guarded,narrower-float32,search,0.003981833,1206157312,fit total
duplicate,guarded,narrower-float32,endpoint_audit,0.007222292,1206157312,fit total
duplicate,guarded,narrower-float32,search reference,0.0,1206157312,search; RSS is search-process high-water mark
duplicate,guarded,narrower-float32,new endpoint audit,0,,audit process
duplicate,guarded,narrower-float32,high precision,0,,new endpoint audit
duplicate,guarded,wider-float32,search,0.003942542,1206157312,fit total
duplicate,guarded,wider-float32,endpoint_audit,0.007303125,1206157312,fit total
duplicate,guarded,wider-float32,search reference,0.0,1206157312,search; RSS is search-process high-water mark
duplicate,guarded,wider-float32,new endpoint audit,0,,audit process
duplicate,guarded,wider-float32,high precision,0,,new endpoint audit
duplicate,guarded,mixed-float32,search,0.444164666,1206157312,fit total
duplicate,guarded,mixed-float32,endpoint_audit,0.05765425,1206157312,fit total
duplicate,guarded,mixed-float32,search reference,0.191294043,1206157312,search; RSS is search-process high-water mark
duplicate,guarded,mixed-float32,new endpoint audit,0,135004160,audit process
duplicate,guarded,mixed-float32,high precision,0,,new endpoint audit
duplicate,guarded-log,first-stage-double,search,0.003958,1206157312,fit total
duplicate,guarded-log,first-stage-double,endpoint_audit,0.007188042,1206157312,fit total
duplicate,guarded-log,first-stage-double,search reference,0.0,1206157312,search; RSS is search-process high-water mark
duplicate,guarded-log,first-stage-double,new endpoint audit,0,,audit process
duplicate,guarded-log,first-stage-double,high precision,0,,new endpoint audit
duplicate,guarded-log,narrower-double,search,0.003987458,1206157312,fit total
duplicate,guarded-log,narrower-double,endpoint_audit,0.007455125,1206157312,fit total
duplicate,guarded-log,narrower-double,search reference,0.0,1206157312,search; RSS is search-process high-water mark
