dataset,variant,case,check,value,threshold,comparison,source,status
near-0.02,legacy,wider-float32,primary_b_gradient_inf,1.2358587795591605e-16,1e-12,<=,fit.primary.b_gradient_inf,pass
near-0.02,legacy,wider-float32,reference_feasible,True,True,==,fit.reference.feasible,pass
near-0.02,legacy,wider-float32,reference_projected_kkt,1.339206523454095e-15,1e-10,<=,fit.reference.projected_kkt,pass
near-0.02,legacy,wider-float32,reference_b_gradient_inf,4.01724732684298e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
near-0.02,legacy,wider-float32,coefficient_agreement,1.0873844291745263e-13,1e-10,<=,fit.scaled_reference_difference,pass
near-0.02,legacy,wider-float32,design_spectrum_rank,24,24,==,fit.design_spectrum.rank,pass
near-0.02,legacy,wider-float32,width_spectrum_rank,12,12,==,fit.width_spectrum.rank,pass
near-0.02,legacy,wider-float32,profile_jacobian_spectrum_rank,12,12,==,fit.profile_jacobian_spectrum.rank,pass
near-0.02,legacy,wider-float32,legacy_local_correction,7.084769477792825e-13,1e-10,<=,fit.local_correction_inf,pass
near-0.02,legacy,wider-float32,precision_local_correction,7.111908781972089e-13,1e-10,<=,audit.precision.local_correction_inf,pass
near-0.02,legacy,wider-float32,fixed_face_reference_valid50,True,True,==,audit.precision.valid50,pass
near-0.02,legacy,wider-float32,fixed_face_reference_valid100,True,True,==,audit.precision.valid100,pass
near-0.02,legacy,wider-float32,fixed_face_reference_agreement_passed,True,True,==,audit.precision.agreement_passed,pass
near-0.02,legacy,wider-float32,fixed_face_reference_fixed_face_feasible,True,True,==,audit.precision.fixed_face_feasible,pass
near-0.02,legacy,wider-float32,fixed_face_reference_derivative_passed,True,True,==,audit.precision.derivative_passed,pass
near-0.02,legacy,wider-float32,precision_projected_kkt,2.367826022e-119,1e-10,<=,audit.precision.projected_kkt,pass
near-0.02,legacy,wider-float32,precision_b_gradient_inf,2.440180840559149e-17,1e-12,<=,audit.precision.b_gradient,pass
near-0.02,legacy,wider-float32,direction_0_estimated_relative_error,2.6382673812635645e-11,1e-07,<=,audit.ladders.0.estimated_relative_error,pass
near-0.02,legacy,wider-float32,direction_0_first_relative_error,1.1724331886403213e-11,1e-06,<=,audit.ladders.0.first_relative_error,pass
near-0.02,legacy,wider-float32,direction_0_second_relative_error,5.056059429019688e-12,1e-06,<=,audit.ladders.0.second_relative_error,pass
near-0.02,legacy,wider-float32,direction_1_estimated_relative_error,4.1140795450649047e-10,1e-07,<=,audit.ladders.1.estimated_relative_error,pass
near-0.02,legacy,wider-float32,direction_1_first_relative_error,9.536608901467612e-11,1e-06,<=,audit.ladders.1.first_relative_error,pass
near-0.02,legacy,wider-float32,direction_1_second_relative_error,7.233655613000587e-11,1e-06,<=,audit.ladders.1.second_relative_error,pass
near-0.02,legacy,wider-float32,direction_2_estimated_relative_error,3.057115671737474e-08,1e-07,<=,audit.ladders.2.estimated_relative_error,pass
near-0.02,legacy,wider-float32,direction_2_first_relative_error,1.4993102517060258e-08,1e-06,<=,audit.ladders.2.first_relative_error,pass
near-0.02,legacy,wider-float32,direction_2_second_relative_error,7.330493224210756e-09,1e-06,<=,audit.ladders.2.second_relative_error,pass
near-0.02,legacy,mixed-float32,primary_feasible,True,True,==,fit.primary.feasible,pass
near-0.02,legacy,mixed-float32,primary_projected_kkt,1.942890293094024e-16,1e-10,<=,fit.primary.projected_kkt,pass
near-0.02,legacy,mixed-float32,primary_b_gradient_inf,6.679935943415535e-17,1e-12,<=,fit.primary.b_gradient_inf,pass
near-0.02,legacy,mixed-float32,reference_feasible,True,True,==,fit.reference.feasible,pass
near-0.02,legacy,mixed-float32,reference_projected_kkt,8.465450562766819e-16,1e-10,<=,fit.reference.projected_kkt,pass
near-0.02,legacy,mixed-float32,reference_b_gradient_inf,2.9109550159357225e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
near-0.02,legacy,mixed-float32,coefficient_agreement,1.1355992178618719e-13,1e-10,<=,fit.scaled_reference_difference,pass
near-0.02,legacy,mixed-float32,design_spectrum_rank,24,24,==,fit.design_spectrum.rank,pass
near-0.02,legacy,mixed-float32,width_spectrum_rank,12,12,==,fit.width_spectrum.rank,pass
near-0.02,legacy,mixed-float32,profile_jacobian_spectrum_rank,12,12,==,fit.profile_jacobian_spectrum.rank,pass
near-0.02,legacy,mixed-float32,legacy_local_correction,8.887627361131984e-14,1e-10,<=,fit.local_correction_inf,pass
near-0.02,legacy,mixed-float32,precision_local_correction,8.947513890473974e-14,1e-10,<=,audit.precision.local_correction_inf,pass
near-0.02,legacy,mixed-float32,fixed_face_reference_valid50,True,True,==,audit.precision.valid50,pass
near-0.02,legacy,mixed-float32,fixed_face_reference_valid100,True,True,==,audit.precision.valid100,pass
near-0.02,legacy,mixed-float32,fixed_face_reference_agreement_passed,True,True,==,audit.precision.agreement_passed,pass
near-0.02,legacy,mixed-float32,fixed_face_reference_fixed_face_feasible,True,True,==,audit.precision.fixed_face_feasible,pass
near-0.02,legacy,mixed-float32,fixed_face_reference_derivative_passed,True,True,==,audit.precision.derivative_passed,pass
near-0.02,legacy,mixed-float32,precision_projected_kkt,2.369076873e-119,1e-10,<=,audit.precision.projected_kkt,pass
near-0.02,legacy,mixed-float32,precision_b_gradient_inf,5.696375413850833e-18,1e-12,<=,audit.precision.b_gradient,pass
near-0.02,legacy,mixed-float32,direction_0_estimated_relative_error,2.5343806352068603e-11,1e-07,<=,audit.ladders.0.estimated_relative_error,pass
near-0.02,legacy,mixed-float32,direction_0_first_relative_error,1.1693720930300322e-11,1e-06,<=,audit.ladders.0.first_relative_error,pass
near-0.02,legacy,mixed-float32,direction_0_second_relative_error,4.6369932234093735e-12,1e-06,<=,audit.ladders.0.second_relative_error,pass
near-0.02,legacy,mixed-float32,direction_1_estimated_relative_error,3.8610586607521874e-10,1e-07,<=,audit.ladders.1.estimated_relative_error,pass
near-0.02,legacy,mixed-float32,direction_1_first_relative_error,9.41292338339406e-11,1e-06,<=,audit.ladders.1.first_relative_error,pass
near-0.02,legacy,mixed-float32,direction_1_second_relative_error,9.335515263003645e-11,1e-06,<=,audit.ladders.1.second_relative_error,pass
near-0.02,legacy,mixed-float32,direction_2_estimated_relative_error,2.862899008699253e-08,1e-07,<=,audit.ladders.2.estimated_relative_error,pass
near-0.02,legacy,mixed-float32,direction_2_first_relative_error,1.5018929596278714e-08,1e-06,<=,audit.ladders.2.first_relative_error,pass
near-0.02,legacy,mixed-float32,direction_2_second_relative_error,3.439707442733092e-09,1e-06,<=,audit.ladders.2.second_relative_error,pass
near-0.02,guarded,first-stage-double,primary_feasible,True,True,==,fit.primary.feasible,pass
near-0.02,guarded,first-stage-double,primary_projected_kkt,2.220446049250313e-16,1e-10,<=,fit.primary.projected_kkt,pass
near-0.02,guarded,first-stage-double,primary_b_gradient_inf,1.0165445514708834e-16,1e-12,<=,fit.primary.b_gradient_inf,pass
near-0.02,guarded,first-stage-double,reference_feasible,True,True,==,fit.reference.feasible,pass
near-0.02,guarded,first-stage-double,reference_projected_kkt,8.049116928532385e-16,1e-10,<=,fit.reference.projected_kkt,pass
near-0.02,guarded,first-stage-double,reference_b_gradient_inf,2.0185221602437748e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
near-0.02,guarded,first-stage-double,coefficient_agreement,7.232309988986226e-14,1e-10,<=,fit.scaled_reference_difference,pass
near-0.02,guarded,first-stage-double,design_spectrum_rank,24,24,==,fit.design_spectrum.rank,pass
near-0.02,guarded,first-stage-double,width_spectrum_rank,12,12,==,fit.width_spectrum.rank,pass
near-0.02,guarded,first-stage-double,profile_jacobian_spectrum_rank,12,12,==,fit.profile_jacobian_spectrum.rank,pass
near-0.02,guarded,first-stage-double,legacy_local_correction,1.263484832234875e-15,1e-10,<=,fit.local_correction_inf,pass
near-0.02,guarded,first-stage-double,precision_local_correction,4.03270005086935e-16,1e-10,<=,audit.precision.local_correction_inf,pass
near-0.02,guarded,first-stage-double,fixed_face_reference_valid50,True,True,==,audit.precision.valid50,pass
near-0.02,guarded,first-stage-double,fixed_face_reference_valid100,True,True,==,audit.precision.valid100,pass
near-0.02,guarded,first-stage-double,fixed_face_reference_agreement_passed,True,True,==,audit.precision.agreement_passed,pass
near-0.02,guarded,first-stage-double,fixed_face_reference_fixed_face_feasible,True,True,==,audit.precision.fixed_face_feasible,pass
near-0.02,guarded,first-stage-double,fixed_face_reference_derivative_passed,True,True,==,audit.precision.derivative_passed,pass
near-0.02,guarded,first-stage-double,precision_projected_kkt,2.364144331e-119,1e-10,<=,audit.precision.projected_kkt,pass
near-0.02,guarded,first-stage-double,precision_b_gradient_inf,1.0639969214546442e-17,1e-12,<=,audit.precision.b_gradient,pass
near-0.02,guarded,first-stage-double,direction_0_estimated_relative_error,2.4211421604131334e-11,1e-07,<=,audit.ladders.0.estimated_relative_error,pass
near-0.02,guarded,first-stage-double,direction_0_first_relative_error,1.1432098157822048e-11,1e-06,<=,audit.ladders.0.first_relative_error,pass
near-0.02,guarded,first-stage-double,direction_0_second_relative_error,4.978290286578225e-12,1e-06,<=,audit.ladders.0.second_relative_error,pass
near-0.02,guarded,first-stage-double,direction_1_estimated_relative_error,3.667512566160549e-10,1e-07,<=,audit.ladders.1.estimated_relative_error,pass
near-0.02,guarded,first-stage-double,direction_1_first_relative_error,1.0032005405563548e-10,1e-06,<=,audit.ladders.1.first_relative_error,pass
near-0.02,guarded,first-stage-double,direction_1_second_relative_error,8.252630288358291e-11,1e-06,<=,audit.ladders.1.second_relative_error,pass
near-0.02,guarded,first-stage-double,direction_2_estimated_relative_error,2.9045722907111705e-08,1e-07,<=,audit.ladders.2.estimated_relative_error,pass
near-0.02,guarded,first-stage-double,direction_2_first_relative_error,1.4684204518946832e-08,1e-06,<=,audit.ladders.2.first_relative_error,pass
near-0.02,guarded,first-stage-double,direction_2_second_relative_error,4.39075324078946e-09,1e-06,<=,audit.ladders.2.second_relative_error,pass
near-0.02,guarded,narrower-double,primary_feasible,True,True,==,fit.primary.feasible,pass
near-0.02,guarded,narrower-double,primary_projected_kkt,2.7755575615628914e-16,1e-10,<=,fit.primary.projected_kkt,pass
near-0.02,guarded,narrower-double,primary_b_gradient_inf,1.209933018981716e-16,1e-12,<=,fit.primary.b_gradient_inf,pass
near-0.02,guarded,narrower-double,reference_feasible,True,True,==,fit.reference.feasible,pass
near-0.02,guarded,narrower-double,reference_projected_kkt,1.2490009027033011e-15,1e-10,<=,fit.reference.projected_kkt,pass
near-0.02,guarded,narrower-double,reference_b_gradient_inf,2.5143721294124783e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
near-0.02,guarded,narrower-double,coefficient_agreement,7.156180410154772e-14,1e-10,<=,fit.scaled_reference_difference,pass
near-0.02,guarded,narrower-double,design_spectrum_rank,24,24,==,fit.design_spectrum.rank,pass
near-0.02,guarded,narrower-double,width_spectrum_rank,12,12,==,fit.width_spectrum.rank,pass
near-0.02,guarded,narrower-double,profile_jacobian_spectrum_rank,12,12,==,fit.profile_jacobian_spectrum.rank,pass
near-0.02,guarded,narrower-double,legacy_local_correction,2.124988905579762e-15,1e-10,<=,fit.local_correction_inf,pass
near-0.02,guarded,narrower-double,precision_local_correction,8.179753220008674e-16,1e-10,<=,audit.precision.local_correction_inf,pass
near-0.02,guarded,narrower-double,fixed_face_reference_valid50,True,True,==,audit.precision.valid50,pass
near-0.02,guarded,narrower-double,fixed_face_reference_valid100,True,True,==,audit.precision.valid100,pass
near-0.02,guarded,narrower-double,fixed_face_reference_agreement_passed,True,True,==,audit.precision.agreement_passed,pass
near-0.02,guarded,narrower-double,fixed_face_reference_fixed_face_feasible,True,True,==,audit.precision.fixed_face_feasible,pass
near-0.02,guarded,narrower-double,fixed_face_reference_derivative_passed,True,True,==,audit.precision.derivative_passed,pass
near-0.02,guarded,narrower-double,precision_projected_kkt,2.369978022e-119,1e-10,<=,audit.precision.projected_kkt,pass
near-0.02,guarded,narrower-double,precision_b_gradient_inf,2.9160865011201458e-18,1e-12,<=,audit.precision.b_gradient,pass
near-0.02,guarded,narrower-double,direction_0_estimated_relative_error,2.4471593353203064e-11,1e-07,<=,audit.ladders.0.estimated_relative_error,pass
near-0.02,guarded,narrower-double,direction_0_first_relative_error,1.1322461120053965e-11,1e-06,<=,audit.ladders.0.first_relative_error,pass
near-0.02,guarded,narrower-double,direction_0_second_relative_error,4.684338462201837e-12,1e-06,<=,audit.ladders.0.second_relative_error,pass
near-0.02,guarded,narrower-double,direction_1_estimated_relative_error,4.1065724546475524e-10,1e-07,<=,audit.ladders.1.estimated_relative_error,pass
near-0.02,guarded,narrower-double,direction_1_first_relative_error,1.1021669698447905e-10,1e-06,<=,audit.ladders.1.first_relative_error,pass
near-0.02,guarded,narrower-double,direction_1_second_relative_error,9.111449240221022e-11,1e-06,<=,audit.ladders.1.second_relative_error,pass
near-0.02,guarded,narrower-double,direction_2_estimated_relative_error,2.888847669015178e-08,1e-07,<=,audit.ladders.2.estimated_relative_error,pass
near-0.02,guarded,narrower-double,direction_2_first_relative_error,1.4799639276126667e-08,1e-06,<=,audit.ladders.2.first_relative_error,pass
near-0.02,guarded,narrower-double,direction_2_second_relative_error,4.3036445965573505e-09,1e-06,<=,audit.ladders.2.second_relative_error,pass
near-0.02,guarded,wider-double,primary_feasible,True,True,==,fit.primary.feasible,pass
near-0.02,guarded,wider-double,primary_projected_kkt,1.6653345369377348e-16,1e-10,<=,fit.primary.projected_kkt,pass
near-0.02,guarded,wider-double,primary_b_gradient_inf,7.813647014866623e-17,1e-12,<=,fit.primary.b_gradient_inf,pass
near-0.02,guarded,wider-double,reference_feasible,True,True,==,fit.reference.feasible,pass
near-0.02,guarded,wider-double,reference_projected_kkt,1.3600232051658168e-15,1e-10,<=,fit.reference.projected_kkt,pass
near-0.02,guarded,wider-double,reference_b_gradient_inf,3.1365864089345045e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
near-0.02,guarded,wider-double,coefficient_agreement,6.293378516731892e-14,1e-10,<=,fit.scaled_reference_difference,pass
near-0.02,guarded,wider-double,design_spectrum_rank,24,24,==,fit.design_spectrum.rank,pass
near-0.02,guarded,wider-double,width_spectrum_rank,12,12,==,fit.width_spectrum.rank,pass
near-0.02,guarded,wider-double,profile_jacobian_spectrum_rank,12,12,==,fit.profile_jacobian_spectrum.rank,pass
near-0.02,guarded,wider-double,legacy_local_correction,1.1479383538657294e-16,1e-10,<=,fit.local_correction_inf,pass
near-0.02,guarded,wider-double,precision_local_correction,2.6286380968823206e-16,1e-10,<=,audit.precision.local_correction_inf,pass
near-0.02,guarded,wider-double,fixed_face_reference_valid50,True,True,==,audit.precision.valid50,pass
near-0.02,guarded,wider-double,fixed_face_reference_valid100,True,True,==,audit.precision.valid100,pass
near-0.02,guarded,wider-double,fixed_face_reference_agreement_passed,True,True,==,audit.precision.agreement_passed,pass
near-0.02,guarded,wider-double,fixed_face_reference_fixed_face_feasible,True,True,==,audit.precision.fixed_face_feasible,pass
near-0.02,guarded,wider-double,fixed_face_reference_derivative_passed,True,True,==,audit.precision.derivative_passed,pass
near-0.02,guarded,wider-double,precision_projected_kkt,2.387741488e-119,1e-10,<=,audit.precision.projected_kkt,pass
near-0.02,guarded,wider-double,precision_b_gradient_inf,1.3293878983424235e-17,1e-12,<=,audit.precision.b_gradient,pass
near-0.02,guarded,wider-double,direction_0_estimated_relative_error,2.547230854364427e-11,1e-07,<=,audit.ladders.0.estimated_relative_error,pass
near-0.02,guarded,wider-double,direction_0_first_relative_error,1.1406209437349604e-11,1e-06,<=,audit.ladders.0.first_relative_error,pass
near-0.02,guarded,wider-double,direction_0_second_relative_error,5.086298667329879e-12,1e-06,<=,audit.ladders.0.second_relative_error,pass
near-0.02,guarded,wider-double,direction_1_estimated_relative_error,4.069656151376717e-10,1e-07,<=,audit.ladders.1.estimated_relative_error,pass
near-0.02,guarded,wider-double,direction_1_first_relative_error,1.0599974779165285e-10,1e-06,<=,audit.ladders.1.first_relative_error,pass
near-0.02,guarded,wider-double,direction_1_second_relative_error,1.0118743418336652e-10,1e-06,<=,audit.ladders.1.second_relative_error,pass
near-0.02,guarded,wider-double,direction_2_estimated_relative_error,3.1064084828108444e-08,1e-07,<=,audit.ladders.2.estimated_relative_error,pass
near-0.02,guarded,wider-double,direction_2_first_relative_error,1.4719060043664784e-08,1e-06,<=,audit.ladders.2.first_relative_error,pass
near-0.02,guarded,wider-double,direction_2_second_relative_error,5.537414445549704e-09,1e-06,<=,audit.ladders.2.second_relative_error,pass
near-0.02,guarded,mixed-double,primary_feasible,True,True,==,fit.primary.feasible,pass
near-0.02,guarded,mixed-double,primary_projected_kkt,3.3306690738754696e-16,1e-10,<=,fit.primary.projected_kkt,pass
near-0.02,guarded,mixed-double,primary_b_gradient_inf,1.387407869748036e-16,1e-12,<=,fit.primary.b_gradient_inf,pass
near-0.02,guarded,mixed-double,reference_feasible,True,True,==,fit.reference.feasible,pass
near-0.02,guarded,mixed-double,reference_projected_kkt,7.771561172376096e-16,1e-10,<=,fit.reference.projected_kkt,pass
near-0.02,guarded,mixed-double,reference_b_gradient_inf,3.3705672143253926e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
near-0.02,guarded,mixed-double,coefficient_agreement,7.308439567817643e-14,1e-10,<=,fit.scaled_reference_difference,pass
near-0.02,guarded,mixed-double,design_spectrum_rank,24,24,==,fit.design_spectrum.rank,pass
near-0.02,guarded,mixed-double,width_spectrum_rank,12,12,==,fit.width_spectrum.rank,pass
near-0.02,guarded,mixed-double,profile_jacobian_spectrum_rank,12,12,==,fit.profile_jacobian_spectrum.rank,pass
near-0.02,guarded,mixed-double,legacy_local_correction,1.1773420058017893e-15,1e-10,<=,fit.local_correction_inf,pass
near-0.02,guarded,mixed-double,precision_local_correction,8.179753220008731e-16,1e-10,<=,audit.precision.local_correction_inf,pass
near-0.02,guarded,mixed-double,fixed_face_reference_valid50,True,True,==,audit.precision.valid50,pass
near-0.02,guarded,mixed-double,fixed_face_reference_valid100,True,True,==,audit.precision.valid100,pass
near-0.02,guarded,mixed-double,fixed_face_reference_agreement_passed,True,True,==,audit.precision.agreement_passed,pass
near-0.02,guarded,mixed-double,fixed_face_reference_fixed_face_feasible,True,True,==,audit.precision.fixed_face_feasible,pass
near-0.02,guarded,mixed-double,fixed_face_reference_derivative_passed,True,True,==,audit.precision.derivative_passed,pass
near-0.02,guarded,mixed-double,precision_projected_kkt,2.35744326e-119,1e-10,<=,audit.precision.projected_kkt,pass
near-0.02,guarded,mixed-double,precision_b_gradient_inf,1.0472074490527655e-17,1e-12,<=,audit.precision.b_gradient,pass
near-0.02,guarded,mixed-double,direction_0_estimated_relative_error,2.5593779610055673e-11,1e-07,<=,audit.ladders.0.estimated_relative_error,pass
near-0.02,guarded,mixed-double,direction_0_first_relative_error,1.1542797518788684e-11,1e-06,<=,audit.ladders.0.first_relative_error,pass
near-0.02,guarded,mixed-double,direction_0_second_relative_error,4.79904076893624e-12,1e-06,<=,audit.ladders.0.second_relative_error,pass
near-0.02,guarded,mixed-double,direction_1_estimated_relative_error,3.814165906379206e-10,1e-07,<=,audit.ladders.1.estimated_relative_error,pass
near-0.02,guarded,mixed-double,direction_1_first_relative_error,1.1167147030858713e-10,1e-06,<=,audit.ladders.1.first_relative_error,pass
near-0.02,guarded,mixed-double,direction_1_second_relative_error,9.007037135451194e-11,1e-06,<=,audit.ladders.1.second_relative_error,pass
near-0.02,guarded,mixed-double,direction_2_estimated_relative_error,2.9388217106926883e-08,1e-07,<=,audit.ladders.2.estimated_relative_error,pass
near-0.02,guarded,mixed-double,direction_2_first_relative_error,1.473558766715302e-08,1e-06,<=,audit.ladders.2.first_relative_error,pass
near-0.02,guarded,mixed-double,direction_2_second_relative_error,5.204233939547369e-09,1e-06,<=,audit.ladders.2.second_relative_error,pass
near-0.02,guarded,first-stage-float32,primary_feasible,True,True,==,fit.primary.feasible,pass
near-0.02,guarded,first-stage-float32,primary_projected_kkt,3.608224830031759e-16,1e-10,<=,fit.primary.projected_kkt,pass
near-0.02,guarded,first-stage-float32,primary_b_gradient_inf,7.309019908176646e-17,1e-12,<=,fit.primary.b_gradient_inf,pass
near-0.02,guarded,first-stage-float32,reference_feasible,True,True,==,fit.reference.feasible,pass
near-0.02,guarded,first-stage-float32,reference_projected_kkt,7.216449660063518e-16,1e-10,<=,fit.reference.projected_kkt,pass
near-0.02,guarded,first-stage-float32,reference_b_gradient_inf,4.702142652931457e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
near-0.02,guarded,first-stage-float32,coefficient_agreement,1.1330615659786561e-13,1e-10,<=,fit.scaled_reference_difference,pass
near-0.02,guarded,first-stage-float32,design_spectrum_rank,24,24,==,fit.design_spectrum.rank,pass
near-0.02,guarded,first-stage-float32,width_spectrum_rank,12,12,==,fit.width_spectrum.rank,pass
near-0.02,guarded,first-stage-float32,profile_jacobian_spectrum_rank,12,12,==,fit.profile_jacobian_spectrum.rank,pass
near-0.02,guarded,first-stage-float32,legacy_local_correction,1.197372186666958e-15,1e-10,<=,fit.local_correction_inf,pass
near-0.02,guarded,first-stage-float32,precision_local_correction,1.783851378781834e-15,1e-10,<=,audit.precision.local_correction_inf,pass
near-0.02,guarded,first-stage-float32,fixed_face_reference_valid50,True,True,==,audit.precision.valid50,pass
near-0.02,guarded,first-stage-float32,fixed_face_reference_valid100,True,True,==,audit.precision.valid100,pass
near-0.02,guarded,first-stage-float32,fixed_face_reference_agreement_passed,True,True,==,audit.precision.agreement_passed,pass
near-0.02,guarded,first-stage-float32,fixed_face_reference_fixed_face_feasible,True,True,==,audit.precision.fixed_face_feasible,pass
near-0.02,guarded,first-stage-float32,fixed_face_reference_derivative_passed,True,True,==,audit.precision.derivative_passed,pass
near-0.02,guarded,first-stage-float32,precision_projected_kkt,2.375976938e-119,1e-10,<=,audit.precision.projected_kkt,pass
near-0.02,guarded,first-stage-float32,precision_b_gradient_inf,1.1774453959948416e-17,1e-12,<=,audit.precision.b_gradient,pass
near-0.02,guarded,first-stage-float32,direction_0_estimated_relative_error,2.5608328365708495e-11,1e-07,<=,audit.ladders.0.estimated_relative_error,pass
near-0.02,guarded,first-stage-float32,direction_0_first_relative_error,1.1675640425841582e-11,1e-06,<=,audit.ladders.0.first_relative_error,pass
near-0.02,guarded,first-stage-float32,direction_0_second_relative_error,5.043322365068096e-12,1e-06,<=,audit.ladders.0.second_relative_error,pass
near-0.02,guarded,first-stage-float32,direction_1_estimated_relative_error,3.8894045661855936e-10,1e-07,<=,audit.ladders.1.estimated_relative_error,pass
near-0.02,guarded,first-stage-float32,direction_1_first_relative_error,9.429976315786234e-11,1e-06,<=,audit.ladders.1.first_relative_error,pass
near-0.02,guarded,first-stage-float32,direction_1_second_relative_error,8.710860593111591e-11,1e-06,<=,audit.ladders.1.second_relative_error,pass
near-0.02,guarded,first-stage-float32,direction_2_estimated_relative_error,2.5541766999689744e-08,1e-07,<=,audit.ladders.2.estimated_relative_error,pass
near-0.02,guarded,first-stage-float32,direction_2_first_relative_error,1.4098976524490739e-08,1e-06,<=,audit.ladders.2.first_relative_error,pass
near-0.02,guarded,first-stage-float32,direction_2_second_relative_error,4.290965530976005e-09,1e-06,<=,audit.ladders.2.second_relative_error,pass
near-0.02,guarded,narrower-float32,primary_feasible,True,True,==,fit.primary.feasible,pass
near-0.02,guarded,narrower-float32,primary_projected_kkt,2.220446049250313e-16,1e-10,<=,fit.primary.projected_kkt,pass
near-0.02,guarded,narrower-float32,primary_b_gradient_inf,2.4490478522891356e-14,1e-12,<=,fit.primary.b_gradient_inf,pass
near-0.02,guarded,narrower-float32,reference_feasible,True,True,==,fit.reference.feasible,pass
near-0.02,guarded,narrower-float32,reference_projected_kkt,1.0547118733938987e-15,1e-10,<=,fit.reference.projected_kkt,pass
near-0.02,guarded,narrower-float32,reference_b_gradient_inf,2.4418103035631237e-14,1e-12,<=,fit.reference.b_gradient_inf,pass
near-0.02,guarded,narrower-float32,coefficient_agreement,1.162244562613184e-13,1e-10,<=,fit.scaled_reference_difference,pass
near-0.02,guarded,narrower-float32,design_spectrum_rank,24,24,==,fit.design_spectrum.rank,pass
near-0.02,guarded,narrower-float32,width_spectrum_rank,12,12,==,fit.width_spectrum.rank,pass
near-0.02,guarded,narrower-float32,profile_jacobian_spectrum_rank,12,12,==,fit.profile_jacobian_spectrum.rank,pass
near-0.02,guarded,narrower-float32,legacy_local_correction,7.956484318661455e-12,1e-10,<=,fit.local_correction_inf,pass
near-0.02,guarded,narrower-float32,precision_local_correction,7.955519110404075e-12,1e-10,<=,audit.precision.local_correction_inf,pass
near-0.02,guarded,narrower-float32,fixed_face_reference_valid50,True,True,==,audit.precision.valid50,pass
near-0.02,guarded,narrower-float32,fixed_face_reference_valid100,True,True,==,audit.precision.valid100,pass
near-0.02,guarded,narrower-float32,fixed_face_reference_agreement_passed,True,True,==,audit.precision.agreement_passed,pass
near-0.02,guarded,narrower-float32,fixed_face_reference_fixed_face_feasible,True,True,==,audit.precision.fixed_face_feasible,pass
near-0.02,guarded,narrower-float32,fixed_face_reference_derivative_passed,True,True,==,audit.precision.derivative_passed,pass
near-0.02,guarded,narrower-float32,precision_projected_kkt,2.393024222e-119,1e-10,<=,audit.precision.projected_kkt,pass
near-0.02,guarded,narrower-float32,precision_b_gradient_inf,2.4462681364684345e-14,1e-12,<=,audit.precision.b_gradient,pass
near-0.02,guarded,narrower-float32,direction_0_estimated_relative_error,2.4185830969686477e-11,1e-07,<=,audit.ladders.0.estimated_relative_error,pass
near-0.02,guarded,narrower-float32,direction_0_first_relative_error,1.2055597065692517e-11,1e-06,<=,audit.ladders.0.first_relative_error,pass
near-0.02,guarded,narrower-float32,direction_0_second_relative_error,4.570851991201645e-12,1e-06,<=,audit.ladders.0.second_relative_error,pass
near-0.02,guarded,narrower-float32,direction_1_estimated_relative_error,4.1178407890911196e-10,1e-07,<=,audit.ladders.1.estimated_relative_error,pass
near-0.02,guarded,narrower-float32,direction_1_first_relative_error,9.012036044718062e-11,1e-06,<=,audit.ladders.1.first_relative_error,pass
near-0.02,guarded,narrower-float32,direction_1_second_relative_error,1.3200477415050775e-10,1e-06,<=,audit.ladders.1.second_relative_error,pass
near-0.02,guarded,narrower-float32,direction_2_estimated_relative_error,2.6930406128394565e-08,1e-07,<=,audit.ladders.2.estimated_relative_error,pass
near-0.02,guarded,narrower-float32,direction_2_first_relative_error,1.4971084117831818e-08,1e-06,<=,audit.ladders.2.first_relative_error,pass
near-0.02,guarded,narrower-float32,direction_2_second_relative_error,3.2548576569235714e-09,1e-06,<=,audit.ladders.2.second_relative_error,pass
near-0.02,guarded,wider-float32,primary_feasible,True,True,==,fit.primary.feasible,pass
near-0.02,guarded,wider-float32,primary_projected_kkt,2.7755575615628914e-16,1e-10,<=,fit.primary.projected_kkt,pass
near-0.02,guarded,wider-float32,primary_b_gradient_inf,1.2358587795591605e-16,1e-12,<=,fit.primary.b_gradient_inf,pass
near-0.02,guarded,wider-float32,reference_feasible,True,True,==,fit.reference.feasible,pass
near-0.02,guarded,wider-float32,reference_projected_kkt,1.339206523454095e-15,1e-10,<=,fit.reference.projected_kkt,pass
near-0.02,guarded,wider-float32,reference_b_gradient_inf,4.01724732684298e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
near-0.02,guarded,wider-float32,coefficient_agreement,1.0873844291745263e-13,1e-10,<=,fit.scaled_reference_difference,pass
near-0.02,guarded,wider-float32,design_spectrum_rank,24,24,==,fit.design_spectrum.rank,pass
near-0.02,guarded,wider-float32,width_spectrum_rank,12,12,==,fit.width_spectrum.rank,pass
near-0.02,guarded,wider-float32,profile_jacobian_spectrum_rank,12,12,==,fit.profile_jacobian_spectrum.rank,pass
