state_id,alpha,serial_id,qualified,A,truth_A,input_A,error_A,B,truth_B,input_B,error_B,C,truth_C,input_C,error_C
baseline-best-28,0,112,True,8.010624195084588,8.0,8.01257607931241,0.01062419508458845,0.5002832714417402,0.5,0.5002832714417402,0.00028327144174022933,-0.658981159995787,-0.659,-0.6603168428861418,1.8840004213038775e-05
baseline-best-28,0,113,True,7.010873620819974,7.0,7.005289102873844,0.010873620819974228,0.5003244780966568,0.5,0.5003244780966568,0.0003244780966568106,-0.8722832148565131,-0.872,-0.8713281920745638,-0.0002832148565130588
baseline-best-28,0,114,True,7.012570589079807,7.0,7.018361947616095,0.012570589079807348,0.5003202468801694,0.5,0.5003202468801694,0.00032024688016940583,-0.5841893026719946,-0.584,-0.585391336359243,-0.00018930267199468442
baseline-best-28,0,115,True,6.009077872745364,6.0,5.997702968099279,0.009077872745364424,0.500276318706987,0.5,0.500276318706987,0.0002763187069869666,0.2328120373474887,0.234,0.23405813957519325,-0.0011879626525113096
baseline-best-28,0,116,True,6.018510959734724,6.0,6.008859269426201,0.01851095973472372,0.5005560954769868,0.5,0.5005560954769868,0.0005560954769867621,0.5624260908186856,0.562,0.5631357243042237,0.00042609081868549836
baseline-best-28,0,117,True,7.990804823833161,8.0,7.990399409102295,-0.009195176166839403,0.4997750566343447,0.5,0.4997750566343447,-0.0002249433656553168,-0.6657621010467167,-0.666,-0.6669479651762676,0.0002378989532832998
baseline-best-28,0,118,True,6.005583119994229,6.0,6.006474864914098,0.005583119994229335,0.5001507034431996,0.5,0.5001507034431996,0.00015070344319956241,-0.21236833019659826,-0.212,-0.21310030125783064,-0.0003683301965982655
baseline-best-28,0,119,True,5.993932669594008,6.0,5.985342028802339,-0.006067330405992166,0.49979338260875106,0.5,0.49979338260875106,-0.00020661739124894218,-0.19013991805585212,-0.191,-0.189334088972905,0.0008600819441478835
baseline-best-28,0,120,True,5.997964304879433,6.0,5.992536925420769,-0.002035695120566672,0.4999828671638924,0.5,0.4999828671638924,-1.7132836107602856e-05,0.6669491321465352,0.667,0.6695607761062133,-5.086785346486433e-05
baseline-best-28,0,121,True,8.010414284384835,8.0,8.011724289083714,0.010414284384834716,0.500279614482671,0.5,0.500279614482671,0.00027961448267099787,-0.6534867384968912,-0.653,-0.6557577761353443,-0.0004867384968911814
baseline-best-28,0,122,True,7.009524169566849,7.0,7.0083935225765615,0.009524169566849316,0.50029501545608,0.5,0.50029501545608,0.00029501545608001667,-0.8776065088291148,-0.877,-0.8784908992914885,-0.0006065088291148379
baseline-best-28,0,123,True,6.998479015476459,7.0,6.994796565650508,-0.0015209845235411024,0.4999161755606159,0.5,0.4999161755606159,-8.382443938409478e-05,-0.558551856370966,-0.558,-0.556967454355708,-0.0005518563709659974
baseline-best-28,0,124,True,6.019060252365081,6.0,6.012145900500173,0.019060252365081354,0.500563461393646,0.5,0.500563461393646,0.0005634613936460475,0.1855093074844497,0.186,0.18545663937598164,-0.0004906925155503117
